Gene,Mean Difference in -log(BH)
AIG1,-0.7241589630474792
AIMP2,-0.024538863437767216
AIP,-0.7226370087215657
AK1,-0.7226370087215657
AK2,-0.2963906990334369
AKAP10,-0.7241589630474792
AKAP13,-0.7241589630474792
AKAP8P1,-0.7241589630474792
AKR1A1,-0.35322613379276624
AKR1C4,-0.7241589630474792
AKT1,-0.2616585861011098
AKT2,-0.08408153870294933
ALAS1,-0.2585546164033702
ALB,-0.5881860122576066
ALCAM,-0.7241589630474792
ALDH18A1,-0.600880662648489
ALDH1A1,-0.600880662648489
ALG1,-0.2616585861011098
ALG8,-0.2616585861011098
ALMS1,-0.08408153870294933
ALOX12,-0.37258327773635663
ALOX12B,-0.2585546164033702
ALOX15,-0.1269611335770744
ALOX5,-0.21132595518782496
ALOXE3,-0.2585546164033702
ALS2,-0.600880662648489
ALX4,-0.7241589630474792
AMH,-0.35457881939355934
AMIGO2,-0.7241589630474792
AMN,-0.600880662648489
ANGPTL4,-0.642991342103656
ANKH,-0.2616585861011098
ANKRD11,-0.21132595518782496
ANKRD55,-0.2616585861011098
ANKRD6,-0.7241589630474792
ANKS1B,-0.7241589630474792
ANO10,-0.600880662648489
ANP32BP3,-0.7241589630474792
ANTXR1,-0.6392099142205949
ANXA1,-0.11378164600453868
ANXA2,-0.35322613379276624
ANXA5,-0.024538863437767216
AP1M1,-0.7241589630474792
AP1S3,-0.7241589630474792
AP5Z1,-0.600880662648489
APC,-0.37258327773635663
APCS,-0.5881860122576066
APELA,-0.2585546164033702
APEX1,-0.024538863437767216
APOA1,-0.6313298223058947
APOA5,-0.6313298223058947
APOB,-0.31512390039715843
APOBEC1,-0.6313298223058947
APOD,-0.7241589630474792
APOE,-0.3662560901696941
APOER2,-0.7241589630474792
APOH,-0.21132595518782496
APOL1,-0.7241589630474792
APOM,-0.7241589630474792
APP,-0.5901054551200631
APRT,-0.2585546164033702
AQP1,-0.2585546164033702
AQP4,-0.26289058690841194
AQP5,0.34378280057691296
ARCN1,-0.024538863437767216
ARG2,-0.2585546164033702
ARHGAP31,-0.21132595518782496
ARHGAP42,-0.7241589630474792
ARHGEF26,-0.7241589630474792
ARHGEF28,-0.7241589630474792
ARHGEF7,-0.2585546164033702
ARL15,-0.7241589630474792
ARL2BPP6,-0.7241589630474792
ARL2BPP7,-0.7241589630474792
ARL2BPP8,-0.7241589630474792
ARMS2,-0.7241589630474792
ARNT2,-0.7241589630474792
ARNTL,-0.7241589630474792
ARPC3P2,-0.7241589630474792
ARTN,-0.6313298223058947
ARVCF,-0.6095586026516038
ASAH1,-0.2616585861011098
ASB17,-0.7241589630474792
ASCC1,-0.2686230295282266
ASGR1,-0.21132595518782496
ASL,-0.5578765996937048
ASPG,-0.35322613379276624
ASS1,-0.2616585861011098
ASXL1,-0.21132595518782496
ATAT1,-0.3076039856010708
ATF1P1,-0.7241589630474792
ATG7,-0.3976695832296136
ATL1,-0.7226370087215657
ATL3,-0.600880662648489
ATM,-0.03265635356749569
ATN1,-0.49373617470291886
ATP12A,-0.04870878371626782
ATP13A2,-0.600880662648489
ATP1A1,-0.7241589630474792
ATP1B1,0.0563220956567818
ATP4A,-0.04870878371626782
ATP5E,-0.600880662648489
ATP5F1E,-0.600880662648489
ATP5J,-0.7241589630474792
ATP5PF,-0.7241589630474792
ATP6,-0.6434167025021932
ATP6V0A1,-0.6434167025021932
ATP7A,-0.2391571305469855
ATP7B,-0.2795123796036034
ATP8,-0.6382002373092687
ATP8A1,-0.7241589630474792
ATXN1,-0.600880662648489
ATXN7,-0.03265635356749569
AUH,-0.7241589630474792
AUNX1,-0.600880662648489
AVP,-0.2896242553975468
AVPR1A,-0.37506576263153263
AXIN2,-0.7241589630474792
B2M,-0.2275574013320193
B3GNT2,-0.7241589630474792
B3GNTL1,-0.7241589630474792
B4GALNT2,-0.6434167025021932
BACE2,-0.7241589630474792
BAD,-0.2585546164033702
BAG3,-0.7226370087215657
BAG6,-0.2585546164033702
BAI2,-0.6313298223058947
BAK1,-0.600880662648489
BAX,-0.31832085832836376
BAZ1B,-0.6392099142205949
BCAS1,-0.7241589630474792
BCAS3,-0.7241589630474792
BCHE,-0.2530007969818752
BCKDHA,-0.2616585861011098
BCKDHB,-0.2616585861011098
BCL10,-0.6096428544962943
BCL2,-0.23342320778390122
BCL2L1,-0.21132595518782496
BCL6,-0.2616585861011098
BCS1L,-0.6313298223058947
BDKRB1,-0.2616585861011098
BDNF-AS,-0.7241589630474792
BDP1P,-0.7241589630474792
BDPLT16,-0.7241589630474792
BDPLT2,-0.7241589630474792
BECN1,-0.2585546164033702
BEST1,-0.7241589630474792
BHLHE22,-0.7241589630474792
BIN1,-0.7241589630474792
BIRC3,-0.024538863437767216
BLOC1S6,-0.07073352053724387
BMI1,-0.7241589630474792
BMPER,-0.2616585861011098
BMPR1B,-0.7226370087215657
BMS1,-0.5881860122576066
BNIP3,-0.7241589630474792
BPIFA2,-0.35322613379276624
BRAF,-0.5582290920130063
BRCA1,-0.600880662648489
BRCA2,-0.600880662648489
BRINP1,-0.7241589630474792
BRMS1L,-0.7241589630474792
BSCL2,-0.5869077533983226
BSVD,-0.37506576263153263
BTK,-0.2391571305469855
BTNL2,-0.2795123796036034
BUB1,-0.2616585861011098
BUB1B,-0.2616585861011098
BUB3,-0.2616585861011098
BUD23,-0.024538863437767216
C11orf87,-0.7241589630474792
C12ORF65,-0.600880662648489
C12orf77,-0.7241589630474792
C14orf177,-0.7241589630474792
C15orf53,-0.7241589630474792
C15orf54,-0.7241589630474792
C17orf96,-0.600880662648489
C18orf8,-0.6385590793733147
C19ORF12,-0.600880662648489
C19orf24,-0.7241589630474792
C1GALT1,-0.21132595518782496
C2,-0.3359657799676674
C20orf181,-0.22986051792532064
C22orf35,-0.7241589630474792
C3,-0.3590274476225199
C3orf20,-0.35322613379276624
C4A,-0.5830965810349039
C4B_2,-0.7241589630474792
C5AR2,-0.2585546164033702
C6,-0.4223815004371521
C6orf89,-0.7241589630474792
C7orf62,-0.7241589630474792
C7orf65,-0.7241589630474792
C7orf66,-0.7241589630474792
C8orf34,-0.7241589630474792
C9orf106,-0.7241589630474792
C9orf139,-0.7241589630474792
C9orf156,-0.2585546164033702
C9orf171,-0.7241589630474792
CA10,-0.7241589630474792
CABS1,-0.7241589630474792
CACNA1A,-0.7871398346881058
CACNA1C,-0.7241589630474792
CACNA1G,-0.600880662648489
CACNA2D3,-0.7241589630474792
CACNB3,-0.21132595518782496
CADPS,-0.600880662648489
CALCR,-0.7241589630474792
CALD1,-0.6434167025021932
CALM1,-0.044869343523860294
CALR,-0.13182235032468498
CAMSAP1,-0.7241589630474792
CAMTA1,-0.2616585861011098
CAPN1,-0.6262549623629937
CARD11,-0.2585546164033702
CARF,-0.7226370087215657
CASC20,-0.7241589630474792
CASC5,-0.600880662648489
CASP10,-0.21132595518782496
CASP12,-0.7241589630474792
CASP14,-0.3976695832296136
CASP6,-0.3076039856010708
CASP7,-0.7241589630474792
CASP8,-0.2585546164033702
CASQ2,-0.7241589630474792
CASR,-0.600880662648489
CAST,-0.2585546164033702
CAT,-0.5173588660259919
CAV1,-0.2810245118975694
CAVIN1,-0.33123171430105064
CBL,-0.25965013512021945
CBLL2,-0.2585546164033702
CBS,-0.3420218983195413
CBSL,-0.6313298223058947
CBX4,-0.7241589630474792
CBX8,-0.7241589630474792
CCAT1,-0.7241589630474792
CCAT2,-0.7241589630474792
CCBE1,-0.2616585861011098
CCDC114,-0.024538863437767216
CCDC167,-0.7241589630474792
CCDC181,0.0563220956567818
CCDC185,-0.7241589630474792
CCDC22,-0.024538863437767216
CCDC57,-0.83370462769801
CCHCR1,-0.2585546164033702
CCL1,-0.37258327773635663
CCL11,-0.2585546164033702
CCL16,-0.7241589630474792
CCL18,-0.024538863437767216
CCL2,-0.6106468807837757
CCL22,-0.7241589630474792
CCL4L1,-0.2686230295282266
CCL4L2,-0.2686230295282266
CCL5,-0.24550315742595927
CCNA2,-0.600880662648489
CCND1,-0.1837568446352549
CCR1,-0.5830965810349039
CCR5,-0.20835983165501323
CCT2,-0.7241589630474792
CCT5,-0.600880662648489
CD14,-0.37175773397701084
CD19,-0.21132595518782496
CD2,-0.3482398755890742
CD200,-0.7241589630474792
CD209,-0.21132595518782496
CD22,-0.2585546164033702
CD247,-0.2616585861011098
CD27,-0.39901535196748694
CD276,-0.3976695832296136
CD28,-0.2795123796036034
CD300A,-0.7241589630474792
CD300LB,-0.7241589630474792
CD34,-0.21132595518782496
CD3D,-0.2585546164033702
CD40,-0.2585546164033702
CD44,-0.24550315742595927
CD53,-0.21132595518782496
CD55,-0.2616585861011098
CD59,-0.600880662648489
CD79A,-0.2585546164033702
CD79B,-0.09951478429082447
CD80,-0.83370462769801
CD81,-0.21132595518782496
CD82,-0.7241589630474792
CD83,-0.7241589630474792
CDAN1,-0.2616585861011098
CDC20,-0.21132595518782496
CDC42,-0.2616585861011098
CDC6,-0.600880662648489
CDC73,-0.35322613379276624
CDCA2,-0.7226370087215657
CDH19,-0.7241589630474792
CDH2,-0.7241589630474792
CDH23,-0.7241589630474792
CDH4,-0.7241589630474792
CDH8,-0.7241589630474792
CDH9,-0.7241589630474792
CDK1,-0.6313298223058947
CDK5,-0.638822750063301
CDK5PS,-0.7241589630474792
CDK7,-0.600880662648489
CDKAL1,-0.7241589630474792
CDKN1A,-0.2585546164033702
CDKN1C,-0.21132595518782496
CDKN2A,-0.37506576263153263
CDKN2B,-0.312948380810696
CDKN2B-AS1,-0.6313298223058947
CDSN,-0.21132595518782496
CEACAM1,-0.7241589630474792
CEBPA,-0.3034492896799361
CEBPB,-0.2585546164033702
CEBPD,-0.2585546164033702
CEL,-0.26918534821929635
CELF1,0.0563220956567818
CEMIP,-0.024538863437767216
CENPC,-0.024538863437767216
CEP112,-0.7241589630474792
CEP19,-0.3034492896799361
CEP250,-0.600880662648489
CEP295NL,-0.7241589630474792
CEP57,-0.2616585861011098
CES1,-0.600880662648489
CETN1,-0.35322613379276624
CETP,-0.2686230295282266
CF,-0.33678787505256236
CFAP44,-0.7241589630474792
CFH,-0.024538863437767216
CFHR1,-0.024538863437767216
CFL1,-0.7241589630474792
CFL1P8,-0.7241589630474792
CFTR,-0.19386354000081762
CHAMP1,-0.600880662648489
CHD7,-0.2585546164033702
CHEK1,-0.600880662648489
CHEK2,-0.2616585861011098
CHIT1,-0.3034492896799361
CHRD,-0.21132595518782496
CHRM1,-0.7241589630474792
CHRM2,-0.7241589630474792
CHRM3,-0.7241589630474792
CHRNA4,-0.7241589630474792
CHRNG,-0.600880662648489
CHST3,-0.7241589630474792
CHST5,-0.600880662648489
CHSY1,-0.600880662648489
CHTOP,-0.7241589630474792
CIDEC,-0.3034492896799361
CIRBP,-0.6313298223058947
CISD1,-0.7241589630474792
CISD2,-0.13182235032468498
CKM,-0.600880662648489
CLCF1,-0.600880662648489
CLCK2,-0.83370462769801
CLCR,-0.35322613379276624
CLEC4D,-0.2585546164033702
CLEC7A,-0.09951478429082447
CLIP2,-0.6392099142205949
CLLU1OS,-0.7241589630474792
CLMP,-0.83370462769801
CLOCK,-0.09951478429082447
CLYBL,-0.7241589630474792
CMA1,-0.7241589630474792
CMIP,-0.7241589630474792
CMKLR1,-0.7241589630474792
CMTR1,-0.7241589630474792
CNEP1R1,-0.7241589630474792
CNNM2,-0.7241589630474792
CNR1,-0.7241589630474792
CNR2,-0.7241589630474792
CNTF,-0.600880662648489
CNTN1,-0.7241589630474792
CNTN5,-0.7241589630474792
CNTN6,-0.7241589630474792
CNTNAP2,-0.7241589630474792
COA7,-0.83370462769801
COASY,-0.600880662648489
COBL,-0.600880662648489
COG4,-0.21132595518782496
COL11A1,-0.3139828990677706
COL11A2,-0.06499159402897571
COL13A1,-0.7241589630474792
COL1A1,-0.2795123796036034
COL1A2,-0.2616585861011098
COL21A1,-0.7241589630474792
COL2A1,-0.024538863437767216
COL4A1,-0.37506576263153263
COL4A2,-0.37506576263153263
COL5A2,-0.7241589630474792
COL8A2,-0.2616585861011098
COL9A3,-0.600880662648489
COMP,-0.600880662648489
COMT,-0.1574723455318364
COPS5P1,-0.7241589630474792
COX1,-0.7871398346881058
COX2,-0.7871398346881058
COX3,-0.83370462769801
COX6A1,-0.600880662648489
COX6CP3,-0.7241589630474792
COX8A,-0.024538863437767216
CP,-0.46323085908065337
CPA2,-0.35322613379276624
CPLX2,-0.7241589630474792
CPNE4,-0.7241589630474792
CPS1,-0.2616585861011098
CPSF4,-0.7241589630474792
CPT1A,-0.3034492896799361
CR1,-0.49153553321441823
CR2,-0.3728955748772371
CRACR2A,-0.7241589630474792
CRADD,-0.5881860122576066
CREB3L1,-0.7241589630474792
CREBBP,-0.024538863437767216
CRIP1,-0.600880662648489
CRISPLD2,-0.35322613379276624
CRK,-0.024538863437767216
CRLF2,-0.21132595518782496
CRP,-0.21132595518782496
CRYAB,-0.37506576263153263
CSE,-0.7241589630474792
CSF1R,-0.600880662648489
CSF2,-0.16274549044497513
CSF3,-0.07073352053724387
CSF3R,-0.21132595518782496
CSN1S1,-0.21132595518782496
CSN3,-0.7241589630474792
CSNK2A1,-0.7241589630474792
CSNK2B,-0.7241589630474792
CSRP1,-0.09654646276801292
CST2,-0.7241589630474792
CST5,-0.7241589630474792
CST6,-0.7241589630474792
CST7,-0.7241589630474792
CTDP1,-0.600880662648489
CTEPH1,0.0563220956567818
CTGF,-0.29841630793574747
CTH,-0.2585546164033702
CTLA4,-0.362412507872157
CTNNA3,-0.7241589630474792
CTNNAL1,-0.7241589630474792
CTNNB1,-0.5881860122576066
CTNND2,-0.7241589630474792
CTRB1,-0.35322613379276624
CTSD,-0.600880662648489
CTSG,-0.2585546164033702
CUBN,-0.600880662648489
CUL3,-0.7241589630474792
CUL9,-0.7241589630474792
CUX1,-0.7241589630474792
CUZD1,-0.35322613379276624
CX3CR1,-0.2585546164033702
CXADR,-0.7241589630474792
CXCL1,-0.10551434820516259
CXCL10,-0.07073352053724387
CXCL12,-0.21132595518782496
CXCL2,-0.37506576263153263
CXCL8,-0.21132595518782496
CXCR1,-0.7241589630474792
CXCR2,-0.7241589630474792
CXCR4,-0.6106468807837757
CYBA,-0.12413585086559624
CYCSP17,-0.7241589630474792
CYP11B1,-0.7241589630474792
CYP19A1,-0.600880662648489
CYP1A1,-0.31512390039715843
CYP1A2,-0.600880662648489
CYP1B1,-0.7241589630474792
CYP24A1,-0.600880662648489
CYP27B1,-0.2585546164033702
CYP2C19,-0.24996329539418385
CYP2C8,-0.2212328415557437
CYP2C9,-0.3035302029671116
CYP2D6,-0.10163137874301578
CYP2E1,-0.2686230295282266
CYP2J2,-0.2585546164033702
CYP2R1,-0.7241589630474792
CYP3A4,-0.3034492896799361
CYP3A5,-0.6644328743162544
CYP3A51P,-0.3034492896799361
CYP4F12,-0.600880662648489
CYP4F22,-0.2585546164033702
CYP7A1,-0.7241589630474792
CYP7B1,-0.600880662648489
CYP8B1,-0.600880662648489
CYSLTR1,-0.024538863437767216
CYTB,-0.2585546164033702
DAG1,-0.7241589630474792
DARS2,-0.600880662648489
DAZ1,-0.600880662648489
DAZ3,-0.600880662648489
DAZ4,-0.600880662648489
DBH,-0.600880662648489
DBT,-0.2616585861011098
DCAF7,-0.2391571305469855
DCAF8,-0.600880662648489
DCC,-0.7241589630474792
DCDC5,-0.7241589630474792
DCK,-0.2275574013320193
DCLRE1C,-0.2585546164033702
DCP1,-0.5881860122576066
DCP1B,-0.2585546164033702
DCPS,-0.600880662648489
DCR,-0.2585546164033702
DCST1,-0.7241589630474792
DCST2,-0.7241589630474792
DCSTAMP,-0.7241589630474792
DCXR,-0.6313298223058947
DDAH2,-0.2585546164033702
DDB2,-0.600880662648489
DDHD1,-0.600880662648489
DDIT3,-0.600880662648489
DDIT4L,-0.600880662648489
DDR2,-0.024538863437767216
DDRGK1,-0.21132595518782496
DDT,-0.2585546164033702
DDX52,-0.600880662648489
DDX53,-0.21132595518782496
DDX58,-0.21132595518782496
DECR1,-0.33123171430105064
DEFA1,-0.2585546164033702
DEFA3,-0.27495843933134617
DEFB125,-0.7241589630474792
DENTS,-0.83370462769801
DERL3,-0.7241589630474792
DFFB,-0.6434167025021932
DFNA4A,-0.600880662648489
DGKE,-0.21132595518782496
DHCR7,-0.2616585861011098
DHDDS,-0.2616585861011098
DIDO1,-0.7241589630474792
DIP2C,-0.7241589630474792
DKK1,-0.600880662648489
DLG2,-0.7241589630474792
DLL4,-0.21132595518782496
DNAH8,-0.1114894008266095
DNAJC10,-0.7241589630474792
DNAJC21,-0.21132595518782496
DNAJC6,-0.7241589630474792
DNASE1L3,-0.2795123796036034
DNM1P49,-0.7241589630474792
DNMT1,-0.600880662648489
DNTT,-0.7241589630474792
DOCK2,-0.7241589630474792
DOCK5,-0.7241589630474792
DOCK6,-0.21132595518782496
DOCK7,-0.3034492896799361
DOK2,-0.600880662648489
DPF3,-0.600880662648489
DPP6,-0.7241589630474792
DPYD,-0.21132595518782496
DPYS,-0.7241589630474792
DRD1,-0.7241589630474792
DROSHA,-0.7241589630474792
DSCAM,-0.6313298223058947
DSP,-0.600880662648489
DSTYK,-0.600880662648489
DUOX1,-0.21132595518782496
DUOX2,-0.21132595518782496
DUSP1,-0.10433561004426355
DUSP12,-0.2585546164033702
DUSP13,-0.600880662648489
DUSP23,-0.600880662648489
DUT,-0.7241589630474792
DUX4,-0.2616585861011098
DYM,-0.7241589630474792
DYNC1H1,-0.600880662648489
DYNC2H1,-0.2616585861011098
DYNLRB2,-0.7241589630474792
DYRK2,-0.7241589630474792
E2F1,-0.21132595518782496
EAF2,-0.7241589630474792
EARS2,-0.7241589630474792
EBF2,-0.7241589630474792
EBI3,-0.2585546164033702
EBPL,-0.35322613379276624
ECE1,-0.2585546164033702
ECHDC3,-0.7241589630474792
EDA,-0.2585546164033702
EDN1,-0.600880662648489
EDN3,-0.2585546164033702
EDNRB,-0.2585546164033702
EEF1B2P2,-0.7241589630474792
EEF1B2P5,-0.7241589630474792
EFL1,-0.21132595518782496
EFNA2,-0.7241589630474792
EFNA5,-0.21132595518782496
EFTUD1,-0.7241589630474792
EGF,-0.3441972147295175
EGFR,-0.04870878371626782
EGLN1,-0.6855586583381638
EGR1,-0.7241589630474792
EHHADH,-0.2585546164033702
EIF1,-0.024538863437767216
EIF2AK1,-0.7241589630474792
EIF2B5,-0.600880662648489
EIF2S1,-0.2585546164033702
EIF3IP1,-0.7241589630474792
EIF4E,-0.2585546164033702
EIF4EBP1,-0.2585546164033702
ELANE,-0.21132595518782496
ELK3,-0.29841630793574747
ELK4,-0.2585546164033702
ELMO1,-0.7241589630474792
ELN,-0.23342320778390122
ELOVL1,-0.35322613379276624
ELOVL2,-0.7241589630474792
ELOVL4,-0.7241589630474792
ELOVL5,-0.7226370087215657
ELOVL6,-0.600880662648489
EMC8,-0.7241589630474792
EMP1,-0.7241589630474792
ENAH,-0.83370462769801
ENO1P1,-0.7241589630474792
ENO2,-0.3076039856010708
ENPP6,-0.7241589630474792
ENTPD1,-0.3610289861506587
EOGT,-0.21132595518782496
EP300,-0.2585546164033702
EPAS1,0.34378280057691296
EPCAM,-0.2275574013320193
EPDR1,-0.7241589630474792
EPG5,-0.024538863437767216
EPHB2,-0.3034492896799361
EPHX1,-0.03265635356749569
EPO,0.0563220956567818
EPS15P1,-0.7241589630474792
ERAP1,-0.5830965810349039
ERBB2,-0.600880662648489
ERBB4,-0.7241589630474792
ERC2,-0.7226370087215657
ERCC1,-0.21132595518782496
ERCC2,-0.600880662648489
ERCC5,-0.600880662648489
ERCC6L,-0.6313298223058947
ERGIC1,-0.7241589630474792
ERLIN2,-0.600880662648489
ERVK-10,-0.6313298223058947
ERVK-9,-0.2585546164033702
ESCO2,-0.21132595518782496
ESD,-0.5744437720746824
ESM1,-0.2585546164033702
ESR,-0.5476047861028334
ESR1,-0.31832085832836376
ESR2,-0.27495843933134617
ESTRR,-0.7241589630474792
ETAA1,-0.7241589630474792
ETS1,-0.21132595518782496
EVA1A,-0.7241589630474792
EVA1C,-0.7241589630474792
EXO1,-0.600880662648489
EXT1,-0.7241589630474792
F11,-0.3585219220899491
F11-AS1,0.0563220956567818
F12,-0.5418264057997401
F13A1,-0.24174389769918223
F13B,-0.3033690574178199
F2,-0.3541361898487826
F2R,-0.142110934078647
F2RL3,-0.2585546164033702
F3,-0.3446754529349257
F5,-0.5723488282709613
F7,-0.34551095418838385
F8,-0.4858505432244095
F9,-0.26314100679719976
FABP1,-0.3034492896799361
FABP2,-0.83370462769801
FABP5P1,-0.024538863437767216
FAH,-0.29717333598268747
FAM124B,-0.7241589630474792
FAM151B,-0.83370462769801
FAM155A,-0.7241589630474792
FAM175B,-0.7241589630474792
FAM188B,-0.7241589630474792
FAM196B,-0.7241589630474792
FAM19A5,-0.7241589630474792
FAM83E,-0.7241589630474792
FAM84B,-0.7241589630474792
FAN1,-0.600880662648489
FANCI,-0.600880662648489
FAP,-0.7241589630474792
FARS2,-0.21132595518782496
FAS,-0.506433635646878
FASLG,-0.21132595518782496
FASN,-0.7241589630474792
FBL,-0.21132595518782496
FBN1,-0.6095586026516038
FBN2,-0.7241589630474792
FBXL18,-0.7241589630474792
FBXL21,-0.7241589630474792
FBXO15,-0.7241589630474792
FBXO3,-0.2585546164033702
FCER1G,-0.21132595518782496
FCGR2B,-0.024538863437767216
FCGR2C,-0.03265635356749569
FCGR3A,-0.21132595518782496
FCGRT,-0.21132595518782496
FCN1,-0.5881860122576066
FCN2,-0.5881860122576066
FCN3,-0.7241589630474792
FDFT1,-0.3034492896799361
FDX1,-0.7241589630474792
FECH,-0.3034492896799361
FEM1A,-0.7241589630474792
FER,-0.37258327773635663
FERD3L,-0.7241589630474792
FERMT3,-0.2585546164033702
FEV,-0.024538863437767216
FGA,-0.2883594188183432
FGB,-0.3070214567132789
FGD4,-0.600880662648489
FGF1,-0.7226370087215657
FGF14,-0.600880662648489
FGF20,-0.7241589630474792
FGF21,-0.35322613379276624
FGF4,-0.21132595518782496
FGFBP1,-0.35322613379276624
FGFR1,-0.15956775031506082
FGFR2,-0.21132595518782496
FGFR3,-0.2616585861011098
FGFR4,-0.600880662648489
FGG,-0.2616585861011098
FH,-0.3703002383445478
FHIT,-0.6385590793733147
FHL3,-0.21132595518782496
FHL5,-0.7051228396644484
FHOD3,-0.3034492896799361
FICD,-0.7241589630474792
FIG4,-0.2616585861011098
FIGN,-0.7241589630474792
FIS1,-0.7241589630474792
FLI1,-0.2585546164033702
FLII,-0.26109102641598253
FLJ42102,-0.7241589630474792
FLJ45079,-0.7241589630474792
FLNB,-0.6392099142205949
FLNC,-0.600880662648489
FLOT2,-0.21132595518782496
FLRT2,-0.7241589630474792
FLT1,-0.11378164600453868
FLT4,-0.2616585861011098
FLVCR1,-0.600880662648489
FMNL3,-0.3034492896799361
FMO2,-0.600880662648489
FMO3,-0.03265635356749569
FMR1,-0.600880662648489
FN1,-0.1376414882020477
FNBP4,0.0563220956567818
FOLR1,-0.600880662648489
FOPNL,-0.7241589630474792
FOS,-0.5869077533983226
FOXC2,-0.3656669573005462
FOXD3,-0.2585546164033702
FOXF1,-0.024538863437767216
FOXG1,-0.2616585861011098
FOXN3,-0.7241589630474792
FOXP3,-0.024538863437767216
FOXRED1,-0.2616585861011098
FPR1,0.34378280057691296
FREM1,-0.7241589630474792
FRG1,-0.2616585861011098
FRMD3,-0.7241589630474792
FRMD4A,-0.2616585861011098
FRMD4B,-0.600880662648489
FRY,-0.600880662648489
FSD1,-0.3034492896799361
FSD1L,-0.3034492896799361
FSHR,-0.2361010663002006
FST,-0.3976695832296136
FSTL4,-0.7241589630474792
FUNDC2,0.0563220956567818
FUS,-0.600880662648489
FUT1,-0.2585546164033702
FUT6,-0.600880662648489
FXN,-0.024538863437767216
FYN,-0.2585546164033702
GABPA,-0.7241589630474792
GAD1,-0.600880662648489
GADD45G,-0.7241589630474792
GAGE12I,-0.600880662648489
GAGE2C,-0.600880662648489
GAGE3,-0.600880662648489
GAGE4,-0.600880662648489
GAGE6,-0.600880662648489
GAGE7,-0.600880662648489
GAK,-0.2585546164033702
GAL,-0.4431332764676638
GALC,-0.6095586026516038
GALNT2,-0.6434167025021932
GALNTL6,-0.7241589630474792
GALR1,-0.7241589630474792
GALT,-0.5244523261355112
GAPDHP21,-0.7241589630474792
GAPDHP30,-0.7241589630474792
GARS,-0.7241589630474792
GAS6,-0.21132595518782496
GAS7,-0.83370462769801
GAS8,-0.024538863437767216
