,Count
LILRB1,81
KCNQ1OT1,81
NIFKP2,80
NAALADL2,80
NAMPT,80
NLRP1,80
LINC00525,80
NLGN1,80
LINC00476,80
NAV2,80
NKX6-1,80
NAV2-AS4,80
NAV3,80
NEBL-AS1,80
NDUFAF4P2,80
LINC00473,80
NFATC2,80
LINC00470,80
NCOR2,80
NDST1,80
NEDD9,80
LINC00381,80
LINC00347,80
NDUFA4P2,80
LINC00290,80
NGF,80
MAPRE1P1,80
LINC00547,80
LINC00244,80
MSH3,80
MSNP1,80
LINC00923,80
MT1HL1,80
LINC00922,80
LINC00907,80
LINC00856,80
LINC00707,80
LINC00693,80
MTHFS,80
MTL5,80
LINC00678,80
MTMR7,80
MTND2P7,80
MTND3P4,80
MTRNR2L5,80
LINC00675,80
MTURN,80
MTUS1,80
MUC22,80
MUSK,80
MVB12B,80
MVCD3,80
MYB,80
LINC00648,80
MYEF2,80
MYH6,80
LINC00607,80
LINC00587,80
NMNAT1P2,80
LINC00210,80
NOA1,80
OR5D3P,80
OPA1,80
OR10R3P,80
KLF2,80
OR10X1,80
KL,80
OR13G1,80
KIT,80
OR1D5,80
KIR2DS2,80
OR5D17P,80
KIR2DS1,80
KIR2DL3,80
OR5D18,80
KIR2DL2,80
KNOP1P5,80
KIR2DL1,80
OR5L2,80
OR7E31P,80
OSGIN1,80
OTUD4P1,80
KIAA0922,80
OX4OL,80
P2RY11,80
PA2G4P2,80
PAK3,80
KIAA0391,80
PBX3,80
PCAT1,80
KLHL29,80
OLFM3,80
NOL3,80
LGALS3,80
NOS1AP,80
NOX4,80
MS4A1,80
NPAS3,80
LIN28AP1,80
NPM1P36,80
NPM2,80
LHFPL2,80
LGSN,80
NTAN1P3,80
NUFIP1P,80
LGALS8,80
NUP210,80
LDLRAD3,80
OGG1,80
LDHBP3,80
NUP35,80
LDB2,80
NUP50,80
LARGE2,80
LARGE-AS1,80
NXPE1,80
NXPE4,80
KRT8P21,80
KRT18P32,80
NXPH1,80
OFCC1,80
OGA,80
LINC01029,80
LINC01163,80
MS,80
LOC90768,80
MEX3C,80
MFN2,80
MGEA5,80
LRP12,80
MICAL2,80
MICE,80
LRMP,80
MIPEPP2,80
MIR103B1,80
MIR106B,80
LPCAT1,80
LOX1,80
MIR1269A,80
LOC728755,80
LRRIQ3,80
MIR1302-7,80
MIR135A2,80
LOC646762,80
LOC643542,80
MIR144,80
MIR147A,80
LOC401478,80
MIR17HG,80
LOC400997,80
MIR2052HG,80
MIR208A,80
MIR297,80
LOC388882,80
METTL24,80
LRTM1,80
MIR3201,80
LYZL6,80
MAP1LC3A,80
MAML2,80
MARCH1,80
MALAT1,80
MARCH10,80
MARK2P13,80
MAF,80
MAD1L1,80
MARK2P7,80
MACROD2,80
MAB21L3,80
MBNL1,80
MBOAT1,80
MCCC2,80
MESTP4,80
LYRM4,80
MCI1,80
PCAT4,80
LYPLA1P2,80
MED30,80
LUZP2,80
LUZP1,80
MEGF11,80
MEI4,80
LTBP2,80
LSM11,80
MESDC1,80
MESDC2,80
MIR3122,80
LOC102724433,80
LINC01125,80
LINC01479,80
LOC101927502,80
LOC101927286,80
LOC100505666,80
MIR99AHG,80
LOC100129461,80
LNX2,80
MMP10,80
MMS22L,80
LINGO2,80
LINC01559,80
LINC01550,80
LINC01492,80
MPPED2,80
LINC01412,80
MIR8081,80
LINC01255,80
MPZL2,80
MREG,80
MRPL11P3,80
LINC01254,80
MRPL35P1,80
LINC01233,80
MRPL49P2,80
MRPS11P1,80
MRPS36P3,80
LINC01197,80
MAP3K7,80
MRPS6,80
MIR93,80
MIR8058,80
LOC102724096,80
LOC101928077,80
MIR34A,80
LOC102723989,80
LOC102723576,80
LOC101929846,80
MIR34C,80
MIR3607,80
MIR3664,80
MIR4272,80
MIR4458,80
MIR4472-1,80
LOC101928919,80
MIR4495,80
LOC101928700,80
LOC101927901,80
MIR7-3,80
MIR4643,80
MIR4652,80
MIR5011,80
MIR548AD,80
MIR548AG1,80
MIR548AG2,80
MIR548AV,80
MIR548F1,80
MIR549A,80
MIR5681B,80
MIR573,80
MIR6082,80
MIR6851,80
MCI2,80
PTPRD,80
PCBP2P3,80
TENM2,80
ST6GALNAC3,80
ST20-MTHFS,80
SS18L2P2,80
SRIP1,80
SPTLC3,80
SPTBN5,80
SPTBN4,80
SPOCK2,80
SPC24,80
SPATS1,80
SPATA8,80
SPAG6,80
SPAG16,80
SP140,80
SOX6,80
SORCS2,80
SORBS2,80
STEAP2-AS1,80
STOX2,80
SUCLG2,80
TARBP1,80
TCHP,80
TCF25,80
TBXAS1,80
TBC1D9,80
TAZ,80
TASP1,80
TARID,80
TAF4,80
SUGT1P1,80
TAB2,80
SYT14,80
SYNE2,80
SYNDIG1,80
SWAP70,80
SVEP1,80
SULT1B1,80
SNTG1,80
SNAPIN,80
SMOC2,80
SERPINA2,80
SHH,80
SHBG,80
SH3RF1,80
SH3BP5,80
SH2D2A,80
SGCZ,80
SFMBT2,80
SEPT9,80
SLC13A1,80
SEPP1,80
SENP1,80
SEMA5A,80
SDK1,80
SDHD,80
SDCBPP2,80
SCHLAP1,80
SIRPB3P,80
SLC14A1,80
SMARCA2,80
SLC3A2,80
SMAD4,80
SMAD1,80
SLCO5A1,80
SLC7A8,80
SLC7A15P,80
SLC6A15,80
SLC5A3,80
SLC38A4,80
SLC22A18,80
SLC35F3,80
SLC30A8,80
SLC26A4,80
SLC25A6P5,80
SLC25A5P8,80
SLC25A5P2,80
SLC25A23,80
TDRKH,80
TF,80
SCCPDH,80
TFF1,80
WASF2,80
VWA2,80
VOPP1,80
VN2R20P,80
VN1R86P,80
VLDLR-AS1,80
VLDLR,80
VENTXP3,80
VDAC1,80
VANGL1,80
UTS2B,80
UST,80
USP29,80
UNQ6494,80
UNC5C,80
UMAD1,80
UHRF1,80
WDFY1,80
WDR36,80
ZNF784,80
ZC2HC1A,80
ZMYND11,80
ZFP64,80
ZFHX3,80
ZFAT,80
ZC3H3,80
ZC3H12C,80
ZC3H12A,80
ZBED1P1,80
WNK2,80
YES1,80
XPO7,80
XIRP2,80
WWP2,80
WWOX,80
WNT5A,80
WNT3,80
UGGT2,80
UBE2Q2,80
UBD,80
TMEM220-AS1,80
TNRC6C,80
TNRC18,80
TNFB,80
TNFAIP6,80
TMEM68,80
TMEM41B,80
TMEM244,80
TMEM14A,80
TOP3B,80
TMEM132D,80
TLR9,80
TINAGL1,80
TIGIT,80
THOC3,80
THAP5,80
TGFBR1,80
TOMM22P3,80
TP53COR1,80
UBAP1,80
TSG1,80
TWISTNB,80
TUBAP,80
TTR,80
TTC28-AS1,80
TSPAN9,80
TSHZ2,80
TSHR,80
TRS-AGA2-6,80
TP73,80
TRPM3,80
TRE-CTC12-1,80
TRC-GCA9-4,80
TRC-GCA17-1,80
TRAPPC9,80
TRAM2-AS1,80
TPO,80
SCD5,80
SBF1P1,80
PCMTD1,80
RMC1,80
PWP1,80
PVALB,80
PUM2,80
PTGES,80
PTGER4,80
PSRC1,80
PSMB9,80
PSMB4,80
PSMA7P,80
PSMA6P4,80
PSAT1P1,80
PRR5-ARHGAP8,80
PRR5,80
PRPS1P1,80
PROZ,80
PROSER2,80
PROS1,80
RAB38,80
RAB9BP1,80
RAD17P1,80
RDX,80
RHOA,80
RHD,80
RGS12,80
RGPD4-AS1,80
RFPL4B,80
REXO2,80
REM1,80
RD3,80
RANP7,80
RBMS3-AS3,80
RBMS3-AS2,80
RBM38,80
RBFOX1,80
RASL10B,80
RAPGEF5,80
RAP1GAP2,80
PRKRIRP5,80
PRKRIRP3,80
PRKCB,80
PGAP3,80
PIP4K2A,80
PIGQ,80
PIEZO2,80
PHF23,80
PHACTR3,80
PHACTR2,80
PGBD3P4,80
PER1,80
PITX3,80
PDZRN3,80
PDHX,80
PDE8A,80
PDE4D,80
PDE1A,80
PDE10A,80
PCMTD1P3,80
PITRM1,80
PKIA,80
PRDX6,80
PNPLA5,80
PRDM15,80
PPP2R5A,80
PPP2R1B,80
PPP1R2P5,80
PPP1R2P1,80
PPIAP23,80
PON3,80
PNPLA3,80
PKN2-AS1,80
PML,80
PLXNA2,80
PLPP3,80
PLEKHM3,80
PLEKHD1,80
PLCG2,80
PLA2G3,80
RIOK3P1,80
RNA5SP156,80
SBF1,80
RNA5SP173,80
RPLP0P4,80
RPL7P61,80
RPL7P20,80
RPL7AP69,80
RPL7AP61,80
RPL7AP12,80
RPL6P28,80
RPL6P25,80
RPL6P10,80
RPL5P34,80
RPL5P21,80
RPL5P20,80
RPL4P5,80
RPL38P1,80
RPL37P6,80
RPL36AP6,80
RPL36AP23,80
RPLP0P9,80
RPP40,80
RPS12P10,80
RRP15,80
SBDS,80
SALL4,80
SAFB,80
RYR2,80
RSRP1,80
RSPO3,80
RSPH1,80
RPSAP50,80
RPS12P24,80
RPSAP40,80
RPS3P7,80
RPS3AP44,80
RPS2P38,80
RPS2P21,80
RPS27AP16,80
RPS17P11,80
RPL34P29,80
RPL31P48,80
RPL29P6,80
RNA5SP431,80
RNU6-36P,80
RNU6-15P,80
RNU105C,80
RNF182,80
RNA5SP87,80
RNA5SP63,80
RNA5SP450,80
RNA5SP371,80
RNY4P17,80
RNA5SP353,80
RNA5SP349,80
RNA5SP348,80
RNA5SP271,80
RNA5SP228,80
RNA5SP208,80
RNA5SP189,80
RNU7-6P,80
ROBO1,80
RPL29P17,80
RPL19P11,80
RPL26P5,80
RPL26P23,80
RPL24P2,80
RPL23P9,80
RPL23P3,80
RPL21P61,80
RPL21P106,80
RPL18P1,80
ROBO2,80
RPL17P19,80
RPL15P22,80
RPL10P9,80
RPL10AP9,80
RPA3,80
RPA2P3,80
ROR1,80
KEL,80
WIPI2,80
KDELC1P1,80
CBX8,80
CCAT2,80
CCDC167,80
CCDC185,80
CCL16,80
CCL22,80
CCT2,80
CD200,80
CD300A,80
CD300LB,80
CD82,80
CD83,80
CDH19,80
CDH2,80
CDH23,80
CDH4,80
CDH8,80
CDH9,80
CDK5PS,80
CDKAL1,80
CEACAM1,80
CEP112,80
CCAT1,80
CBX4,80
CXADR,80
CASQ2,80
C2,80
C22orf35,80
C4B_2,80
C6orf89,80
C7orf62,80
C7orf65,80
C7orf66,80
C8orf34,80
C9orf106,80
C9orf139,80
C9orf171,80
CA10,80
CABS1,80
CACNA1C,80
CACNA2D3,80
CALCR,80
CAMSAP1,80
CARF,80
CASC20,80
CASP12,80
CASP7,80
CEP295NL,80
CFAP44,80
CFL1,80
CFL1P8,80
COPS5P1,80
COX6CP3,80
CPLX2,80
CPNE4,80
CPSF4,80
CR1,80
CRACR2A,80
CREB3L1,80
CSE,80
CSN3,80
CSNK2A1,80
CSNK2B,80
CST2,80
CST5,80
CST6,80
CST7,80
CTNNA3,80
CTNNAL1,80
CTNND2,80
CUL3,80
CUL9,80
COL5A2,80
COL21A1,80
COL13A1,80
CMA1,80
CHRM1,80
CHRM2,80
CHRM3,80
CHRNA4,80
CHST3,80
CHTOP,80
CISD1,80
CLLU1OS,80
CLYBL,80
CMIP,80
CNTNAP2,80
CMKLR1,80
CMTR1,80
CNEP1R1,80
CNNM2,80
CNR1,80
CNR2,80
CNTN1,80
CNTN5,80
CNTN6,80
C19orf24,80
C15orf54,80
C15orf53,80
ANKRD6,80
ADAMTSL3,80
ADCY8,80
ADGRB3,80
ADGRL3,80
ADGRL4,80
ADH5,80
ADIPOR1,80
ADRBK1,80
AFAP1L2,80
AGMO,80
AGPAT9,80
AGXT,80
AHDC1,80
AIG1,80
AK1,80
AKAP10,80
AKAP13,80
AKAP8P1,80
AKR1C4,80
ALCAM,80
ALX4,80
ADAMTSL1,80
ADAMTS9-AS2,80
ADAMTS6,80
ABI3BP,80
rs2383378,80
ZWINT,80
ZNF848P,80
ZNF83,80
A4GALT,80
AARS2,80
ABCC1,80
ABCG5,80
ABCG8,80
ABRAXAS2,80
ADAM24P,80
ACE1,80
ACKR1,80
ACO1,80
ACOXL,80
ACSS1,80
ACTG1P14,80
ACTR3B,80
ACVR1B,80
ADAM11,80
AMIGO2,80
ANKS1B,80
C14orf177,80
ANP32BP3,80
AUH,80
AXIN2,80
B3GNT2,80
B3GNTL1,80
BACE2,80
BCAS1,80
BCAS3,80
BDNF-AS,80
BDP1P,80
BDPLT16,80
BDPLT2,80
BEST1,80
BHLHE22,80
BIN1,80
BMI1,80
BMS1,80
BNIP3,80
BRINP1,80
BRMS1L,80
C11orf87,80
C12orf77,80
ATP8A1,80
ATP6,80
ATP5PF,80
ARL15,80
AP1M1,80
AP1S3,80
APOD,80
APOER2,80
APOL1,80
APOM,80
ARHGAP42,80
ARHGEF26,80
ARHGEF28,80
ARL2BPP6,80
ATP5J,80
ARL2BPP7,80
ARL2BPP8,80
ARMS2,80
ARNT2,80
ARNTL,80
ARPC3P2,80
ASB17,80
KCTD8,80
ATP1A1,80
CUX1,80
ATF1P1,80
CXCR1,80
GT,80
GUCY1A1,80
GUCY1A2,80
GYPA,80
HAPLN1,80
ZNF664-FAM101A,80
HLA-C,80
HLA-DQA1,80
HLA-DQB1,80
HMCN2,80
HMGB1P1,80
HMGB1P5,80
HMGB2,80
HMGB3P23,80
HMGB3P25,80
HMGN1P19,80
HMGN2P7,80
HNRNPA1P20,80
HNRNPA3P1,80
HNRNPA3P8,80
HPRT1P2,80
HS3ST4,80
GTF3AP5,80
GRK2,80
GARS,80
GRIP1,80
GBP4,80
GBP5,80
GGCX,80
GHS,80
GIP,80
GLCLC,80
GLCLR,80
GLRX2,80
GLT1D1,80
GLULP5,80
GNAI2P2,80
GNAS-AS1,80
GNPATP,80
GP34,80
GP3A,80
GPER1,80
GPR12,80
GPR160,80
GPR17,80
GPR65,80
GPRIN3,80
HSBP1P2,80
HSD17B12,80
HSD17B14,80
HSP90AA4P,80
ISCA1P3,80
ISM1-AS1,80
ISX,80
ITGA6,80
ITIH5,80
ITPK1,80
IVD,80
JAKMIP3,80
JCAD,80
JKAMPP1,80
JTB,80
KANK2,80
KATNBL1P4,80
KCCAT333,80
KCNA3,80
KCNE1,80
KCNIP1,80
KCNIP4,80
KCNK10,80
KCNMB1,80
CXCR2,80
IRF5,80
IRAK1BP1,80
IPO7,80
IL18BP,80
HSPA8P12,80
HSPA8P5,80
HTR1B,80
HTR1E,80
ICH,80
IFIT1,80
IFT74,80
IGF2BP1,80
IL17F,80
IL1RAP,80
IPMK,80
IL1RL1,80
IL6RP1,80
IL9,80
ILF2P2,80
IMPAD1,80
IMPG1,80
INADL,80
INMT-FAM188B,80
IP6K3,80
GATSL3,80
HAS1,80
GAPDHP30,80
DPP6,80
DRD1,80
DROSHA,80
DUT,80
DYM,80
DYNLRB2,80
DYRK2,80
EAF2,80
EARS2,80
EBF2,80
ECHDC3,80
EEF1B2P2,80
EEF1B2P5,80
EFNA2,80
EFTUD1,80
EGR1,80
EIF2AK1,80
EIF3IP1,80
ELMO1,80
ELOVL2,80
ELOVL4,80
EMC8,80
DPYS,80
DOCK5,80
ENO1P1,80
DOCK2,80
GAPDHP21,80
CYCSP17,80
CYP11B1,80
CYP2R1,80
CYP7A1,80
DAG1,80
DCC,80
DCDC5,80
DCP1,80
DCST1,80
DCST2,80
DCSTAMP,80
DEFB125,80
DERL3,80
DIDO1,80
DIP2C,80
DLG2,80
DNAJC10,80
DNAJC6,80
DNM1P49,80
DNTT,80
EMP1,80
CYP1B1,80
ENPP6,80
FBXL21,80
FCN3,80
FDX1,80
FEM1A,80
FERD3L,80
FGF1,80
FGF20,80
FICD,80
FIGN,80
FIS1,80
FLJ42102,80
FLJ45079,80
FLRT2,80
FOPNL,80
FOXN3,80
FREM1,80
FRMD3,80
FSTL4,80
GABPA,80
GALR1,80
EPDR1,80
GALNTL6,80
FBXO15,80
GADD45G,80
FBXL18,80
EXT1,80
FBN2,80
ERC2,80
ERBB4,80
EPS15P1,80
ESR,80
ESTRR,80
ETAA1,80
EVA1A,80
EVA1C,80
ERGIC1,80
FAM124B,80
FASN,80
FAM83E,80
FAM155A,80
FAM84B,80
FAP,80
FAM19A5,80
FAM196B,80
FAM188B,80
FAM175B,80
CYP2C8,78
NCF1,75
MARK2,75
COL11A2,75
MAPK14,75
ISG20,73
SARS2,73
ROCK1,73
FGA,73
KNG1,72
NANOS3,72
GDF15,72
NRP1,71
ATXN7,71
PRF1,71
EPHX1,71
ATM,71
FCGR2C,71
HSPB2,71
FMO3,71
NOTCH3,71
NFIX,70
NELFCD,70
NLRP12,70
MORF4L1,70
NBR1,70
NBN,70
HSPA4,70
HSPA5,70
HLA-G,70
MYO18A,70
GZMA,70
MT1E,70
IRF7,70
MIPEP,70
ITCH,70
MAPK3,70
IFITM3,70
IGF2R,70
MAP6,70
MAFIP,70
LIN28B,70
IL15,70
IL27RA,70
IRAK4,70
KCNJ6,70
ITGAE,70
HSPB1,70
S1PR1,70
NPW,70
TMIGD3,70
SESN2,70
SFTPA1,70
SMPD2,70
SRR,70
TAC1,70
TEF,70
TEK,70
THBS1,70
TNFRSF6B,70
SELL,70
TNFSF10,70
TRIP10,70
TXN,70
UBAC1,70
USB1,70
WBSCR22,70
WDR19,70
rs2665390,70
SEMA7A,70
SELENON,70
NR0B2,70
PLF,70
ORC6,70
OXA1L,70
PDZD2,70
PEBP1,70
PEPD,70
PHLPP2,70
PIAS1,70
PLEKHA7,70
POLA1,70
RNU4ATAC,70
POLDIP2,70
PRKCZ,70
PRMT1,70
PRSS2,70
PTPN6,70
RAB9A,70
RAD51,70
RNF19A,70
GRAP2,70
FABP5P1,70
ARCN1,70
BUD23,70
COX8A,70
COL2A1,70
CFHR1,70
CENPC,70
CEMIP,70
CD2,70
CCL18,70
CCDC22,70
CCDC114,70
BIRC3,70
CREBBP,70
APEX1,70
APC,70
ANXA5,70
AIMP2,70
AHSA1,70
AFF4,70
ADAM8,70
ADAM10,70
ACKR3,70
GAS8,70
CFH,70
FER,70
DDR2,70
FOXP3,70
FOXF1,70
FXN,70
FEV,70
FCGR2B,70
EPG5,70
DUSP1,70
EIF1,70
FST,70
CRK,70
CYSLTR1,70
CSF3,70
HLA-B,68
GSTM1,67
PTPN22,66
FAS,65
SPINK1,63
ADIPOQ,60
CD44,57
MIR15A,57
CAT,57
PPIG,57
GPX1,57
ELK3,57
CTGF,57
CCL5,57
MIR216A,57
LIG4,56
NFKB2,56
ADA,56
TFRC,56
BTK,56
ATP7A,56
SLCO1B3,56
DCAF7,56
IL6,53
DEFA3,52
ESR2,52
SMPD1,52
PON1,52
GSTT1,51
OTC,51
KLKB1,51
IL1A,50
SOD2,50
RBM45,50
SOD1,50
SELP,50
PDGFRA,49
IL18,49
FGFR1,49
NFKB1,49
TRIM21,49
MIR210,48
SLC25A13,48
TLR2,47
TPMT,47
LTBR,47
PRKCD,47
JAK2,46
F9,45
CCND1,45
CFTR,45
RGS2,43
FLII,43
MEFV,43
MIR29A,43
CAVIN1,43
DECR1,43
PRTN3,43
IL23R,43
LCP1,43
ACE,42
TCF4,42
MST1,42
TLR4,42
AGTR1,42
ACHE,42
BCHE,42
IL17A,42
NR1I2,42
GPR35,42
PAEP,42
STX11,42
COL11A1,42
TYK2,41
NEU1,41
MPI,41
MAP2K1,41
LBR,41
LARS2,41
GATA2,41
BCL2,41
ELN,41
FSHR,40
LOC102724560,40
APP,39
TNF,39
CYP1A1,39
APOB,39
HTRA2,38
HP,38
CASP6,38
ENO2,38
LIPC,38
ATAT1,38
MTR,38
SLC29A3,37
GP6,37
PRSS1,37
MOK,37
ABO,37
CYP2C19,37
HSPA1B,36
F5,36
CCR5,36
SERPINB2,35
NFKBIL1,35
F2R,35
CAV1,35
CDKN2B,35
WIPF1,34
AAAS,34
CYP2E1,34
CCL4L1,34
CCL4L2,34
GHR,34
ASCC1,34
CETP,34
SAR1B,34
WAS,34
COMT,34
ABCB1,34
PARK2,34
PLAUR,34
PRKN,34
A2M,33
AAA1,33
MICU1,33
KIR3DL1,33
LIM2,33
LINC00887,33
LIPN,33
LMAN1,33
LNCR1,33
LOC100505909,33
LOC222344,33
LPP,33
LRRC8A,33
LRRCC1,33
LST1,33
MAP1LC3B,33
MAP2K3,33
MAP3K8,33
MARCO,33
MAS1,33
MASP2,33
MAT1A,33
ITGB4,33
ITGA9-AS1,33
ITGA9,33
IBSP,33
HPRT1,33
HRH1,33
HSF1,33
HSP90B2P,33
HSPA14,33
HSPA1A,33
HSPA2,33
HSPE1,33
IFN1@,33
IRS1,33
IL10RA,33
IL12B,33
IL13,33
IL1R1,33
IL2RG,33
IL32,33
IL4R,33
IL7R,33
MGC12916,33
MIF-AS1,33
HLA-DRB4,33
MIR143,33
P2RX6,33
P2RY1,33
P2RY2,33
PAG1,33
PAWR,33
PCBP4,33
PDCD4,33
PFKFB3,33
PIK3R1,33
PLEC,33
PPARGC1B,33
PPM1D,33
PSAP,33
PTPRH,33
PWAR4,33
RAB11A,33
RAG2,33
RBMS1,33
RCAN1,33
P2RX5,33
P2RX4,33
P2RX3,33
NCF4,33
MIR223,33
MPHOSPH6,33
MPZ,33
MSN,33
MSX2,33
MUT,33
MYH11,33
NANOS2,33
NFKBIA,33
P2RX2,33
NIPAL4,33
NKX2-6,33
NOTCH4,33
NR1H3,33
NRTN,33
OGT,33
OPN1LW,33
P2RX1,33
HMGA1,33
HDAC6,33
RET,33
CTH,33
AVP,33
ADAR,33
ARHGEF7,33
ADORA2B,33
ADRA1D,33
rs1648707,33
ADRA2A,33
AK2,33
ARG2,33
CDKN1A,33
ALAS1,33
ALOX12B,33
ALOXE3,33
AQP1,33
APRT,33
APELA,33
CEBPB,33
CEBPD,33
CHD7,33
BAD,33
BAG6,33
BECN1,33
CD40,33
CASP8,33
CAST,33
CBLL2,33
CCHCR1,33
CCL1,33
CCL11,33
CD22,33
CD3D,33
CARD11,33
C3,33
ABCA12,33
C9orf156,33
ACAT1,33
C6,33
CD79A,33
ACOD1,33
C5AR2,33
ACOT8,33
CLEC4D,33
CTSG,33
GZMM,33
CX3CR1,33
ERVK-9,33
ESM1,33
F2RL3,33
FBXO3,33
FERMT3,33
FLI1,33
FOXD3,33
FUT1,33
FYN,33
GAK,33
GALT,33
GDNF,33
GEM,33
GFER,33
GH1,33
GJA4,33
GJA5,33
GSK3B,33
GSR,33
EP300,33
ELK4,33
EIF4EBP1,33
DDT,33
CYP27B1,33
CYP2J2,33
CYP4F22,33
CYTB,33
DCLRE1C,33
DCP1B,33
DCR,33
DDAH2,33
DEFA1,33
EIF4E,33
DUSP12,33
EBI3,33
ECE1,33
EDA,33
EDN3,33
EDNRB,33
EHHADH,33
EIF2S1,33
REL,33
MIR193B,33
RMRP,33
TFAM,33
STAT1,33
STK38,33
SEMA3D,33
SELENOP,33
SULT1E1,33
TCF3,33
TGFBI,33
SRSF1P1,33
SDC1,33
SLC11A1,33
SCLT1,33
TM7SF2,33
TOP2A,33
S100B,33
SSTR1,33
SEMA6A,33
TPT1P13,33
SLC39A8,33
SFTPB,33
SLC25A1,33
SETMAR,33
SERAC1,33
SLC2A4,33
SLC38A2,33
SLC5A4,33
SPHK1,33
SLC6A20,33
SNRPFP3,33
SOCS1,33
SOCS2,33
SOX5,33
RNU7-34P,33
S100A1,33
TGM1,33
SLC20A2,33
RPL9,33
RPSA,33
USP12,33
RXRA,33
UBE2T,33
RPS6KB1,33
ZNF645,33
RPS27P22,33
RPS20P32,33
VPS13A,33
TXN2,33
rs10508503,33
RPS18P12,33
RPTOR,33
TRMO,33
RPE65,33
TRAF1,33
RPL3P12,33
RPL4,33
RTL1,33
TUBA8,33
RPL7L1P4,33
FGB,30
TP53,29
MIR130A,29
NR4A1,28
CCL2,28
PAFAH1B1,28
TNFRSF13B,28
LMNA,28
THBD,28
CYP2D6,28
HFE,27
CYP2C9,27
VPS33A,27
WFS1,27
CALR,27
CISD2,27
rs10036748,26
ESD,26
VCAM1,26
TGFA,26
FLT1,26
HNMT,26
IDUA,26
IL11,26
ITGAL,26
ITGAM,26
ITGAX,26
LGALS1,26
PDGFRB,26
PLAT,26
AQP4,26
REG4,26
ABCB6,26
ABCA1,26
STAT3,26
ANXA1,26
rs4712653,26
IL1RN,25
ATP8,25
SCARB1,25
