,Count
C6orf89,80
CACNA1C,80
CCL22,80
CHRM2,80
PER1,80
CNNM2,80
CNR1,80
CR1,80
CSE,80
CXADR,80
CYP7A1,80
DCP1,80
EEF1B2P2,80
ESR,80
ESTRR,80
FAM175B,80
FASN,80
FOPNL,80
GLCLC,80
GLCLR,80
GLRX2,80
PDHX,80
MS,80
PGAP3,80
WDR36,80
UBAP1,80
TPO,80
TNFB,80
TLR9,80
ZFHX3,80
TINAGL1,80
TH,80
TF,80
TBXAS1,80
SLC5A3,80
SLC14A1,80
SH2D2A,80
rs2383378,80
MS4A1,80
SERPINA10,80
SEPP1,80
SBDS,80
RPLP0P4,80
RHD,80
PTGES,80
PSRC1,80
PROZ,80
PIGA,80
PRDX6,80
POU5F1,80
PON3,80
PITX3,80
UCP3,80
DNAH8,78
MARK2,75
PRH1,75
NCF1,75
SARS2,73
ROCK1,73
NANOS3,72
ATM,71
NOTCH3,71
PRF1,71
EPHX1,71
FMO3,71
LIN28B,70
MAFIP,70
MAP6,70
OXA1L,70
MIPEP,70
KNG1,70
NBN,70
KCNJ6,70
NFIX,70
IGF2R,70
IFITM3,70
NPW,70
HSPB3,70
ORC6,70
PEPD,70
PDZD2,70
HSPB1,70
rs2665390,70
XRCC1,70
WDR19,70
WBSCR22,70
USB1,70
TRIP10,70
TNPO1,70
TMIGD3,70
THBS1,70
TEF,70
TAC1,70
SRR,70
RNU4ATAC,70
RAD51,70
PRKCZ,70
PRH2,70
POLA1,70
PLOD1,70
PLF,70
HSPB2,70
IL27RA,70
HLA-G,70
GAS8,70
AFF4,70
APEX1,70
ARCN1,70
BLOC1S6,70
CCDC114,70
CD276,70
COL11A2,70
COL2A1,70
CYSLTR1,70
DDR2,70
EIF1,70
FABP5P1,70
ADAM10,70
HLA-B,68
GSTM1,67
PTPN22,66
F13A1,64
FAS,61
APOE,59
PPIG,57
ADIPOQ,57
CAT,57
GPX1,57
NFKB2,56
TFRC,56
ADA,56
DCAF7,56
BTK,56
LIG4,56
ESR2,52
GSTT1,51
OTC,51
FGA,50
IL1A,50
RBM45,50
IL18,49
AGT,49
PRKCD,47
JAK2,46
CYP2C8,45
CCND1,45
IL23R,43
CAVIN1,43
PRTN3,43
HLA-DPB1,43
MEFV,43
LCP1,43
AGTR1,42
MST1,42
GPR35,42
STX11,42
COL11A1,42
ACE,42
TCF4,42
TYK2,41
MAP2K1,41
LBR,41
LOC102724560,40
FSHR,40
CYP1A1,39
LIPC,38
PAX5,38
MTR,38
ATAT1,38
PRSS1,37
SLC25A13,37
SLC29A3,37
SPINK1,37
CYP2C19,37
HSPA1B,36
F5,36
CAV1,35
NFKBIL1,35
CYP2E1,34
MDM2,34
PARK2,34
GHR,34
CCL5,34
CCL4L1,34
SAR1B,34
CCL4L2,34
WAS,34
APP,34
WIPF1,34
AAAS,34
ARG2,33
FLI1,33
GRIN2A,33
GJA5,33
GFER,33
GDNF,33
GALT,33
FYN,33
ERVK-9,33
FERMT3,33
HDAC4,33
AAA1,33
EP300,33
ENTPD1,33
ELK4,33
ELK3,33
EIF4EBP1,33
EIF4E,33
GSK3B,33
HLA-DRB4,33
HDAC6,33
IL1R1,33
KLKB1,33
ITGB4,33
IRS1,33
IL7R,33
IL4R,33
IL32,33
IL2RG,33
IL13,33
EHHADH,33
IL12B,33
IL10RA,33
IBSP,33
HTRA2,33
HSPA2,33
HSPA1A,33
HSF1,33
EIF2S1,33
EDNRB,33
ATP7A,33
ALAS1,33
CD79A,33
CD22,33
ALOXE3,33
rs10508503,33
APELA,33
CCL11,33
CCHCR1,33
CAST,33
CASP8,33
CASP6,33
CARD11,33
C9orf156,33
C6,33
C3,33
BECN1,33
BAG6,33
BAD,33
ALOX12B,33
CDKN1A,33
EDN3,33
CEBPB,33
ECE1,33
EBI3,33
DUSP12,33
ABCA12,33
DEFA3,33
DEFA1,33
DCR,33
DCLRE1C,33
CYTB,33
CYP4F22,33
ADRA1D,33
ADRA2A,33
CYP27B1,33
AK2,33
CTSG,33
CHD7,33
CEBPD,33
CYP2J2,33
rs1648707,33
LIPN,33
RBMS1,33
PTPRH,33
PSAP,33
PRKCQ,33
PPARGC1B,33
PLEC,33
PIK3R1,33
PCBP4,33
PAG1,33
P2RY2,33
P2RY1,33
P2RX6,33
P2RX5,33
P2RX4,33
P2RX3,33
P2RX2,33
P2RX1,33
OPN1LW,33
OGT,33
NRTN,33
NOTCH4,33
NKX2-6,33
NIPAL4,33
NFKBIA,33
NCF4,33
NANOS2,33
MYH11,33
MUT,33
RAG2,33
RET,33
MIR143,33
RMRP,33
ZNF645,33
UBE2T,33
TXN2,33
TUBA8,33
TTN,33
TRAF1,33
TLR6,33
TGM1,33
TCF3,33
STAT1,33
STARD3NL,33
SPHK1,33
SOCS2,33
SOCS1,33
SLCO1B3,33
SLC6A20,33
SLC38A2,33
SLC2A4,33
SLC25A1,33
SFTPB,33
SERPINB2,33
SERAC1,33
SEMA3D,33
SEMA3C,33
SCLT1,33
RXRA,33
RPSA,33
MSX2,33
A2M,33
LRRC8A,33
LRRCC1,33
LMAN1,33
MAS1,33
LOC222344,33
MAPK8,33
LST1,33
FGB,30
IL6,30
PON1,29
CYP2D6,28
LMNA,28
WFS1,27
HFE,27
CYP2C9,27
CALR,27
CISD2,27
ITGAX,26
ITGAM,26
ATP12A,26
ABCB6,26
rs10036748,26
TRIM21,26
ABCA1,26
rs4712653,26
ESD,26
FGFR1,26
TGFA,26
STAT3,26
REG4,26
FLT1,26
PLAT,26
PDGFRB,26
PDGFRA,26
ITGAL,26
ATP4A,26
IL1RN,25
ATP8,25
BPIFA2,24
POLD1,24
MAOA,24
MAOB,24
NANOS1,24
MSMB,24
DCK,24
NR4A1,24
PDE4A,24
PDE4B,24
RGS9BP,24
HTR6,24
SLC6A4,24
SOD1,24
CLCR,24
TPH1,24
LTBR,24
TXNRD1,24
HLA-A,24
GALC,24
ARVCF,24
ABCC7,24
HTR1F,24
PSPN,24
XPNPEP3,24
UGT8,24
TYMP,24
TNFSF13B,24
FGFBP1,24
STXBP3,24
SPP1,24
SOD2,24
SERPINE1,24
HSD17B6,24
REG1A,24
QTRT1,24
S100A12,24
PSPH,24
CETN1,24
HRSP12,24
HRAS,24
HMGB1,24
CDC73,24
PRSS58,24
HLA-DOA,24
MRP7,24
CF,24
NEWENTRY,24
PDGFB,24
ACP5,23
AGK,23
NIPBL,23
ARHGAP31,23
CASP10,23
CCL2,23
CD19,23
COMT,23
CD81,23
ANKRD11,23
FARS2,23
CR2,23
NOTCH1,23
SEC24C,23
SDS,23
RREB1,23
RBPJ,23
HOXA11,23
PNP,23
NSUN2,23
ICOS,23
NFKB1,23
TBX1,23
MAVS,23
JMJD1C,23
IRF9,23
IRF3,23
IRF2,23
IFNAR2,23
IFIH1,23
DDX58,23
STAT2,23
SPATA5,23
HIRA,23
rs2736990,23
DGKE,23
DLL4,23
DOCK6,23
ELANE,23
EOGT,23
ESCO2,23
F2,23
FASLG,23
FCGR3A,23
GP5,23
UFD1,23
TPP2,23
TNFSF12,23
GUCY1A3,23
TNFRSF13C,23
TNFRSF13B,23
FOXC2,22
NR3C1,22
LMF1,20
ESR1,20
FLII,20
ITGB3,20
TTPA,20
TCF7L2,20
SCARB1,20
XRCC4,20
RAI1,20
PIEZO1,20
SELP,20
PPP1R3C,19
SCAP,19
RGS2,19
RENBP,19
PTRH1,19
PSMB8,19
OSBPL10,19
PPP1R3B,19
PPP1R3A,19
PPARD,19
POR,19
PNPLA2,19
ABCG1,19
ACACA,19
ACACB,19
SEL1L,19
SLC10A1,19
ACSM3,19
SHANK3,19
KRAS,19
rs1360517,19
XIAP,19
PPARG,19
WNT4,19
RAD21,19
UNC13D,19
STXBP2,19
SMPD1,19
SLCO2A1,19
SMC1A,19
SMC3,19
SOAT2,19
TLR4,19
TNFRSF1B,19
TREX1,19
ACAT2,19
ADRB1,19
NSMCE2,19
LIPE,19
PLAGL1,19
HMBS,19
HMOX1,19
HSP90AB2P,19
HYPLIP1,19
PHKG2,19
JAG1,19
KCTD10,19
PHKA2,19
AGTR2,19
LRP2,19
LXN,19
MC4R,19
MT1B,19
MVK,19
NPPA,19
NPPB,19
NPY,19
GPR162,19
GPIHBP1,19
GPD1,19
GNB3,19
AKT2,19
CD14,19
CEBPA,19
CEP19,19
CFTR,19
CIDEC,19
CPT1A,19
CYP3A4,19
PLTP,19
FABP1,19
FDFT1,19
FECH,19
FHOD3,19
PLIN1,19
FMNL3,19
GAL,19
GK,19
GVINP1,19
HDAC8,19
COL1A1,19
ATP7B,19
GJC2,19
HPGD,19
DNASE1L3,19
CDK5,19
CD28,19
BTNL2,19
GPR101,19
KCNQ2,19
ADAMTS2,18
A2ML1,18
WNT7A,18
rs1136001,18
rs17410015,18
rs4248154,18
rs4345115,18
rs4569005,18
GATA1,18
FRMD4A,18
FRG1,18
FOXRED1,18
FOXG1,18
FLT4,18
FLNB,18
FIG4,18
FGG,18
FGFR3,18
WISP3,18
WDR60,18
DYNC2H1,18
WDR35,18
SPINK5,18
SUMF1,18
TALDO1,18
TAPT1,18
GNAQ,18
TMEM126B,18
TMPRSS15,18
GLA,18
KIAA0586,18
TRIP11,18
TSC1,18
TSC2,18
GATA2,18
UBR1,18
UROS,18
VEGFC,18
WDR34,18
ELN,18
DUX4,18
AGGF1,18
ATN1,18
BMPER,18
BDKRB1,18
BCL6,18
BCL2,18
BCKDHB,18
BCKDHA,18
ACADM,18
ASS1,18
BUB1,18
ASL,18
ASAH1,18
ANKRD55,18
ANKH,18
ALG8,18
ALG1,18
AKT1,18
ACAD9,18
BUB1B,18
AAVS1,18
CEP57,18
DHDDS,18
DHCR7,18
SOX18,18
CPS1,18
COL8A2,18
COL1A2,18
CHEK2,18
ABCC9,18
BUB3,18
CDC42,18
CDAN1,18
CD247,18
CCBE1,18
CBS,18
CBL,18
CAMTA1,18
DBT,18
KCTD1,18
SOS2,18
NDUFAF1,18
NDUFAF3,18
NDUFAF4,18
NDUFAF5,18
NDUFB3,18
NDUFB9,18
NDUFS1,18
NDUFS2,18
NDUFS3,18
NDUFS4,18
NDUFS6,18
NDUFV1,18
NDUFV2,18
NEK1,18
NEU1,18
IL10,18
KIF11,18
NOD2,18
NOS2,18
NR2E3,18
NDUFAF2,18
NDUFA11,18
NRAS,18
NDUFA1,18
SMCHD1,18
KIF1A,18
KIF7,18
KLF1,18
LACC1,18
LAMA2,18
LARS2,18
KAT6B,18
LEMD3,18
LMX1B,18
LTA4H,18
LZTR1,18
IL2RB,18
MAP2K2,18
MFRP,18
MPI,18
IL2RA,18
MYD88,18
NAGA,18
IKBKG,18
MIF,18
HADHA,18
PTEN,18
PTH1R,18
PTPN14,18
PTPN2,18
RASA2,18
RBM8A,18
RIN2,18
RP9,18
RPS3,18
RYR1,18
SCARB2,18
SCN4A,18
SCNN1B,18
HBA2,18
HBA1,18
HADHB,18
SLC35D1,18
SLC40A1,18
GUSB,18
GSTP1,18
PTGER3,18
RIT1,18
IFT80,18
PKD1,18
PRPF8,18
NRL,18
NUBPL,18
OCRL,18
PAX2,18
PEX2,18
PEX5,18
PHGDH,18
PDE6G,18
PKLR,18
IGH,18
PRKD1,18
PRKAG2,18
PRPF31,18
PMM2,18
GP1BA,17
TNF,16
GP6,14
ITGA2,14
PTGS1,13
HSPD1,13
rs8099917,12
rs5771069,12
rs11071559,12
STARD13,12
SOX17,12
RATOR,12
F9,12
POREN2,12
CRYAB,12
POREN1,12
KRT1,12
HANAC,12
CXCL1,12
CXCL2,12
CDKN2A,12
F2R,12
CDKN2B,12
COL4A2,12
BSVD,12
ABO,12
COL4A1,12
AVPR1A,12
SNCA,11
GRIN3A,11
GRIN2B,11
CALM1,11
rs1036935,11
APOB,6
SOD3,6
MIR497,5
MMP3,5
NUP214,5
PAFAH1B1,5
PKCL,5
MANF,5
PRKCL,5
LDLR,5
KLK1,5
HPGDS,5
MPO,5
APOA5,5
GLB1,5
APOA1,5
RNASE1,5
TRNF,5
TRNH,5
TRNQ,5
TRNS2,5
TRNW,5
ADIPOR2,5
APOBEC1,5
ERVK-10,5
ARTN,5
BAI2,5
BCS1L,5
CDK1,5
CXCR4,5
DCXR,5
ENO2,5
PRNP,5
COX2,5
RPS6KB3,5
VPS4B,5
SH3D19,5
COX1,5
rs3827730,5
YWHAG,5
XBP1P1,5
XBP1,5
rs4728142,5
TNFSF4,5
THBD,5
TAB3,5
SOAT1,5
TLR2,5
SLC25A4,5
ABCC8,4
DENTS,4
COX3,4
CLCK2,4
CD80,4
PGR,4
PEX1,4
PSTPIP1,4
SNAP29,4
ZNF592,4
FABP2,4
ENAH,4
ND1,4
PDX1,4
NPHL1,4
NOS3,4
ND6,4
ND5,4
ND4,4
MOK,4
LPIN2,4
LMNB2,4
KCNJ11,4
IER3IP1,4
HNF1A,4
GCK,4
PDE5A,4
rs10812610,4
AQP4,3
IL1B,3
AQP5,3
CCR5,3
EGLN1,3
FPR1,3
HSPA1L,3
ICAM1,3
GNAS,3
SUPT7L,2
TAF1,2
rs2237878,2
rs633715,2
rs6496932,2
rs7140150,2
SETD1A,2
rs7554607,2
CTEPH1,2
GDF15,2
VEGFA,2
MICA,2
P2RY12,2
PLA2G1B,2
PLA2G2A,2
PLA2G6,2
POU2F3,2
PRSS27,2
SERPINA3,2
RAPH1,1
RNF170,1
RASGRP1,1
RBMY2FP,1
RDM1,1
REEP1,1
RMND1,1
RORA,1
RAB3GAP1,1
RAB3GAP2,1
PSMB7,1
RAB37,1
RAB18,1
PWRN1,1
PWAR1,1
PTPRN2,1
PTGIS,1
RTN2,1
PRX,1
PRPS1L1,1
PRKD3,1
RRM1,1
AMN,1
SAMD9L,1
SCARF2,1
SLC25A15,1
SLC22A8,1
SLC19A2,1
SLC12A3,1
SLC12A1,1
SLC10A2,1
SIM1,1
PRICKLE1,1
SIGMAR1,1
SHFM1,1
SH2B3,1
SGPP1,1
SGCA,1
SERPINI1,1
SELE,1
SCYL1,1
SCN8A,1
SCN2A,1
SCN11A,1
PRKCG,1
PLXDC2,1
PPP4R1,1
PPP3CA,1
PASK,1
PARP2,1
PARP1,1
PAGE1,1
OSGEP,1
OSBPL6,1
NRP1,1
NPC2,1
NPAP1,1
NOTCH2,1
NM,1
NLRP3,1
NLRC4,1
NIPA1,1
NEK4,1
NEIL3,1
NEFL,1
NDN,1
NCAPG,1
PDYN,1
PEX10,1
PGM3,1
PNMHH,1
PPP2R2B,1
PPIA,1
PPARGC1A,1
POU2F2,1
PON2,1
POLR3B,1
POLR3A,1
POLB,1
PMS2,1
PHF6,1
PMS1,1
SLC28A1,1
PLEKHG5,1
PLEKHG4,1
PLAUR,1
PIK3R5,1
PIK3CG,1
PIK3CA,1
SLC25A46,1
SRD5A2,1
SLC2A1,1
UPK3A,1
UGT2B7,1
UCP1,1
UACA,1
TWNK,1
TUBB3,1
TTLL12,1
TTBK2,1
TSPO,1
TRPS1,1
TRPC4,1
ADRB2,1
AFG3L2,1
TRNS1,1
AHR,1
TRNL1,1
TRNK,1
AICDA,1
AIP,1
TRIP4,1
UNC13C,1
UTP20,1
SLC30A10,1
VCP,1
ABCB11,1
ABCC2,1
ABCC3,1
ABCC4,1
ABCC5,1
ACO2,1
ACTL8,1
rs17706439,1
ZNF596,1
ZNF385B,1
ZFYVE26,1
YPEL5,1
XPC,1
XPA,1
WRN,1
WNT11,1
WASHC5,1
VWF,1
VHL,1
TRIM26,1
TRERF1,1
TPP1,1
TP53,1
STK31,1
STAT6,1
SSX4B,1
SSX4,1
SSX2,1
SSX1,1
NAGLU,1
SRD5A1,1
SPTLC2,1
SPTBN2,1
SPG7,1
SPG21,1
SPG11,1
SPDL1,1
SNRPN,1
SNORD116-1,1
SNORD115-1,1
SMC2,1
SLCO3A1,1
STX16,1
SULT2B1,1
SULT4A1,1
TGFBR2,1
TNXB,1
TNFSF8,1
TNFRSF1A,1
TMEM98,1
TMED5,1
TLN2,1
TICRR,1
THPO,1
TGFB1,1
SUSD4,1
TET2,1
TDP1,1
TCFL5,1
TCF7L1,1
TBP,1
TBC1D20,1
TAP2,1
SVOP,1
NAT1,1
MYO3A,1
ANGPTL4,1
GAD1,1
DUSP13,1
DSTYK,1
DPF3,1
DOK2,1
DNMT1,1
DKK1,1
DFNA4A,1
DDX52,1
DDIT4L,1
DDIT3,1
ALDH18A1,1
DDB2,1
DCAF8,1
DBH,1
DAZ4,1
DAZ3,1
DAZ1,1
DARS2,1
CYP8B1,1
CYP7B1,1
CYP4F12,1
CYP24A1,1
CYP1A2,1
DUSP23,1
DYNC1H1,1
EDN1,1
FBN1,1
FUS,1
FRY,1
FRMD4B,1
FMR1,1
FMO2,1
FLVCR1,1
FGFR4,1
FGF14,1
FGD4,1
FCGR2C,1
FANCI,1
EGF,1
FAN1,1
FAH,1
EXO1,1
ERLIN2,1
ERCC5,1
ERCC2,1
ERBB2,1
EPCAM,1
ELOVL6,1
ELOVL5,1
CYP19A1,1
CUBN,1
CTSD,1
BMPR1B,1
CASC5,1
CAPN1,1
CADPS,1
CACNA1G,1
CACNA1A,1
C19ORF12,1
C17orf96,1
C12ORF65,1
BRCA2,1
BRCA1,1
BAX,1
CCNA2,1
BAK1,1
BAG3,1
B2M,1
ATXN7,1
ATXN1,1
ATP5E,1
ATP13A2,1
ATL3,1
ATL1,1
ASCC1,1
CASR,1
CCT5,1
CTDP1,1
CLCF1,1
CSF2,1
CRIP1,1
COX6A1,1
ALDH1A1,1
ALS2,1
COMP,1
COL9A3,1
COBL,1
COASY,1
CNTF,1
CKM,1
CD27,1
CHST5,1
CHEK1,1
CHAMP1,1
CETP,1
CES1,1
CEP250,1
CDK7,1
CDCA2,1
CDC6,1
CD44,1
FUT6,1
GAGE12I,1
MYH7B,1
GAGE2C,1
MAGEL2,1
MAGEA2B,1
MAGEA2,1
MAD2L1BP,1
LTK,1
LSM1,1
LRSAM1,1
LRPPRC,1
LRP5,1
LOC100128922,1
LILRB4,1
LILRB1,1
LIFR,1
LIF,1
LAIR2,1
KMT2B,1
KLHDC8A,1
KLC2,1
KIAA2034,1
KIAA1324,1
KCNQ3,1
KCNQ1OT1,1
KCNJ10,1
MANBA,1
MAPKBP1,1
MARS,1
MLH1,1
MUTYH,1
MSH6,1
MSH2,1
MRE11A,1
MPV17,1
MPL,1
MPC1,1
MORC2,1
MN1,1
MLH3,1
MKRN3-AS1,1
MATR3,1
MKRN3,1
MIAT,1
MGMT,1
MFSD6,1
MFHAS1,1
MERTK,1
MEN1,1
MED9,1
MED12,1
MBD6,1
KCNJ1,1
JPH1,1
ITM2A,1
GNB4,1
HCLS1,1
HBBP1,1
HBB,1
H19,1
GZMH,1
GTF2H1,1
GSTZ1,1
GPR15,1
GPI,1
GPANK1,1
GNA11,1
HERC2,1
GMPPA,1
GJC3,1
GIF,1
GET4,1
GBE1,1
GBA2,1
GAGE7,1
GAGE6,1
GAGE4,1
GAGE3,1
HELQ,1
HERPUD1,1
ITGBL1,1
IGF2,1
IRF4,1
IPW,1
IL6ST,1
IL3,1
IL2,1
IL17RD,1
IKBKAP,1
IGHMBP2,1
IGHG1,1
IGF2BP3,1
IFNGR2,1
HGF,1
IFNA13,1
IFNA1,1
IFI44,1
ID3,1
IBA57,1
HUS1,1
HSD3B7,1
HSD17B4,1
HMMR,1
HINT1,1
DDHD1,1
