Gene,Mean Difference in -log(BH)
BECN1,-0.5881860122576066
BGN,-0.7241589630474792
BHLHE22,-0.7241589630474792
BIRC5,-0.7186984253567977
BLNK,-0.09951478429082447
BLOC1S6,-0.024538863437767216
BLVRA,-0.2585546164033702
BMP1,-0.024538863437767216
BMP4,-0.024538863437767216
BMP6,-0.7241589630474792
BMP7,-0.6262549623629937
BMPER,-0.2616585861011098
BMPR1B,-0.600880662648489
BNIP3L,-0.35322613379276624
BPI,-0.5470251576360288
BPIFA2,-0.35322613379276624
BRAF,-0.5245299755932409
BRAP,-0.7241589630474792
BRCA1,-0.3738240243934877
BRCA2,-0.07637338375119328
BRINP3,-0.7241589630474792
BRIP1,-0.21132595518782496
BSCL2,-0.5869077533983226
BSG,-0.6313298223058947
BSND,-0.6392099142205949
BSVD,-0.37506576263153263
BTK,-0.11992475993075313
BTN2A1,-0.7241589630474792
BTNL2,-0.24217219480448668
BUB1,-0.2616585861011098
BUB1B,-0.2616585861011098
BUB3,-0.2616585861011098
BUD13,-0.3034492896799361
C12ORF65,-0.600880662648489
C12orf65,-0.600880662648489
C17orf96,-0.600880662648489
C18orf8,-0.6385590793733147
C19ORF12,-0.600880662648489
C1D,-0.7226370087215657
C1QBP,-0.024538863437767216
C20orf181,-0.7186984253567977
C22orf35,-0.7241589630474792
C3,-0.3577198676707884
C3AR1,-0.09951478429082447
C3orf58,-0.7241589630474792
C4A,-0.5830965810349039
C4B,-0.7241589630474792
C4B_2,-0.7241589630474792
C5,-0.32087457560207633
C5AR1,-0.09951478429082447
C5AR2,-0.3034492896799361
C6,-0.3668392081159057
C6orf118,-0.7241589630474792
C6orf89,-0.7241589630474792
C7,-0.47803620150488657
C8A,-0.5901054551200631
C8B,-0.7241589630474792
C9orf152,-0.7241589630474792
C9orf156,-0.2585546164033702
CA2,-0.13268241765795388
CA3,-0.3976695832296136
CACNA1A,-0.600880662648489
CACNA1B,-0.600880662648489
CACNA1C,-0.7241589630474792
CACNA1G,-0.600880662648489
CACYBP,-0.7241589630474792
CAD,-0.4675519538608137
CADM1,-0.2585546164033702
CADPS,-0.600880662648489
CALCA,-0.28959445469543443
CALCOCO2,-0.7241589630474792
CALD1,-0.6434167025021932
CALM1,-0.22813824314324604
CALM2,-0.22813824314324604
CALM3,-0.22813824314324604
CALML3,-0.2585546164033702
CALR,-0.5746908458183629
CAMKMT,-0.044869343523860294
CAMP,-0.2585546164033702
CAMTA1,-0.2616585861011098
CAPG,-0.600880662648489
CAPN1,-0.600880662648489
CARD11,-0.09951478429082447
CARD8,-0.7241589630474792
CARS,-0.2585546164033702
CARTPT,-0.6313298223058947
CASC5,-0.600880662648489
CASP1,-0.3505469900000739
CASP10,-0.21132595518782496
CASP12,-0.29841630793574747
CASP14,-0.3976695832296136
CASP3,-0.5175559391092837
CASP6,-0.2585546164033702
CASP8,-0.3626497232615583
CASP9,-0.26621226064960923
CASR,-0.6382002373092687
CAST,-0.5881860122576066
CAT,-0.4426239606914315
CAV1,-0.3574215907156801
CAV3,-0.7226370087215657
CAVIN1,-0.33123171430105064
CBL,-0.2616585861011098
CBS,-0.5104710250998261
CCBE1,-0.2616585861011098
CCDC114,-0.024538863437767216
CCDC88A,-0.2616585861011098
CCHCR1,-0.2585546164033702
CCK,-0.22871500014288793
CCL11,-0.37258327773635663
CCL13,-0.024538863437767216
CCL17,-0.024538863437767216
CCL19,-0.024538863437767216
CCL2,-0.3114055805028159
CCL20,-0.024538863437767216
CCL22,-0.3976695832296136
CCL24,-0.024538863437767216
CCL26,-0.024538863437767216
CCL3,-0.06499159402897571
CCL4,-0.09864753237709455
CCL4L1,-0.21392768406049262
CCL4L2,-0.21392768406049262
CCL5,-0.37147945394343274
CCL7,-0.024538863437767216
CCL8,-0.024538863437767216
CCNA2,-0.5882973688399827
CCND1,-0.5296142004190785
CCNH,-0.6313298223058947
CCR1,-0.3805108803520046
CCR2,-0.3660805758894655
CCR3,-0.3976695832296136
CCR5,-0.6143814229998665
CCR6,-0.024538863437767216
CCR7,-0.3034492896799361
CCR8,-0.024538863437767216
CCR9,-0.024538863437767216
CCT5,-0.600880662648489
CCT7,-0.7241589630474792
CD14,-0.36471550239247097
CD151,-0.7241589630474792
CD163,-0.5881860122576066
CD177,-0.2585546164033702
CD19,-0.07073352053724387
CD1D,-0.600880662648489
CD22,-0.2585546164033702
CD247,-0.2616585861011098
CD27,-0.03265635356749569
CD274,-0.024538863437767216
CD276,-0.024538863437767216
CD28,-0.638822750063301
CD2AP,-0.83370462769801
CD34,-0.7241589630474792
CD36,-0.5619569714511238
CD38,-0.35322613379276624
CD4,-0.35381745561433
CD40,-0.3528136992207238
CD40LG,-0.35457881939355934
CD44,-0.03265635356749569
CD55,-0.83370462769801
CD59,-0.7241589630474792
CD68,-0.08408153870294933
CD79A,-0.2585546164033702
CD79B,-0.09951478429082447
CD80,-0.3207329960027907
CD81,-0.07073352053724387
CD86,-0.09951478429082447
CD93,-0.7241589630474792
CDA,-0.24217219480448668
CDAN1,-0.2616585861011098
CDC20,-0.35322613379276624
CDC42,-0.10305617313971134
CDC6,-0.600880662648489
CDC73,-0.5867941525101098
CDCA2,-0.600880662648489
CDCP1,-0.6434167025021932
CDH13,-0.6434167025021932
CDH6,-0.7241589630474792
CDH7,-0.7241589630474792
CDK1,-0.6313298223058947
CDK4,-0.6313298223058947
CDK5,-0.2795123796036034
CDK7,-0.600880662648489
CDK9,-0.2585546164033702
CDKN1A,-0.5881860122576066
CDKN1B,-0.7241589630474792
CDKN1C,-0.7241589630474792
CDKN2A,-0.6112120860602702
CDKN2B,-0.6786250673410513
CDKN2B-AS1,-0.7241589630474792
CDR1,-0.7241589630474792
CEACAM1,-0.6313298223058947
CEACAM5,-0.35322613379276624
CEBPA,-0.3034492896799361
CEBPB,-0.2585546164033702
CEBPD,-0.2585546164033702
CECR,-0.7241589630474792
CEL,-0.3790763632414559
CELA3B,-0.35322613379276624
CELF4,-0.7241589630474792
CELSR2,-0.7241589630474792
CEP19,-0.6434167025021932
CEP250,-0.600880662648489
CEP57,-0.2616585861011098
CEP72,-0.600880662648489
CEP83-AS1,-0.7241589630474792
CES1,-0.600880662648489
CETN1,-0.35322613379276624
CETP,-0.642991342103656
CF,-0.35020376765384875
CFB,-0.09951478429082447
CFH,-0.533288106180154
CFTR,-0.12870117029188055
CHAMP1,-0.600880662648489
CHAT,-0.7241589630474792
CHD7,-0.12363534984937931
CHDH,-0.6434167025021932
CHEK1,-0.600880662648489
CHEK2,-0.2616585861011098
CHI3L1,-0.5881860122576066
CHIA,-0.024538863437767216
CHIT1,-0.2585546164033702
CHRM2,-0.7241589630474792
CHRNA1,-0.2616585861011098
CHRNA5,-0.7241589630474792
CHRND,-0.2616585861011098
CHRNG,-0.2616585861011098
CHST5,-0.600880662648489
CHUK,-0.024538863437767216
CICP17,-0.7241589630474792
CIDEC,-0.33123171430105064
CIITA,-0.7241589630474792
CIRBP,-0.2585546164033702
CISD1P1,-0.7241589630474792
CISD2,-0.13182235032468498
CKB,-0.7241589630474792
CKM,-0.7226370087215657
CLCF1,-0.600880662648489
CLCK2,-0.83370462769801
CLCN5,-0.83370462769801
CLCNKA,-0.2616585861011098
CLCNKB,-0.2616585861011098
CLCR,-0.35322613379276624
CLDN2,-0.35322613379276624
CLDN4,0.34378280057691296
CLDN5,-0.7241589630474792
CLEC16A,-0.7241589630474792
CLEC6A,-0.024538863437767216
CLIP2,-0.646837157886376
CLU,-0.83370462769801
CMSS1,-0.7241589630474792
CNBP,-0.3034492896799361
CNNM2,-0.7241589630474792
CNPY2,-0.35322613379276624
CNR1,-0.6136236105573176
CNR2,-0.35322613379276624
CNTF,-0.600880662648489
COA5,-0.83370462769801
COASY,-0.600880662648489
COBL,-0.600880662648489
COL11A1,-0.3139828990677706
COL11A2,-0.024538863437767216
COL18A1,-0.11378164600453868
COL1A1,-0.638822750063301
COL1A2,-0.2616585861011098
COL26A1,-0.7241589630474792
COL2A1,-0.07304062489163274
COL3A1,-0.7241589630474792
COL4A1,-0.6786250673410513
COL4A2,-0.6786250673410513
COL4A3,-0.83370462769801
COL4A4,-0.83370462769801
COL4A5,-0.3035302029671116
COL8A1,-0.7241589630474792
COL8A2,-0.2616585861011098
COL9A3,-0.600880662648489
COMMD7,-0.7241589630474792
COMP,-0.600880662648489
COMT,-0.6363795591047282
COPD,-0.024538863437767216
COQ6,-0.83370462769801
COQ7,-0.600880662648489
COQ8B,-0.3656669573005462
COTL1,-0.2585546164033702
COX1,-0.36596042275622914
COX10,-0.83370462769801
COX14,-0.83370462769801
COX2,-0.3568347247648875
COX20,-0.83370462769801
COX3,-0.4280388408436869
COX6A1,-0.600880662648489
COX6B1,-0.83370462769801
COX8A,-0.22896819171237284
CP,-0.3417599358363808
CPA1,-0.35322613379276624
CPB2,-0.6613890011676024
CPE,-0.2151903682812749
CPOX,-0.600880662648489
CPS1,-0.2616585861011098
CPT1A,-0.3034492896799361
CPT1C,-0.600880662648489
CR1,-0.41115582959363633
CR2,-0.34667898285320903
CREB1,-0.7186984253567977
CREBBP,-0.2585546164033702
CREG1,-0.7241589630474792
CREM,-0.7241589630474792
CRH,-0.2585546164033702
CRIP1,-0.600880662648489
CRISPLD2,-0.2585546164033702
CRK,-0.2585546164033702
CRLF2,-0.024538863437767216
CRLS1,-0.024538863437767216
CRP,-0.3672265208673173
CRYAB,-0.37506576263153263
CRYZ,-0.7511245830492573
CSE,-0.7241589630474792
CSF2,-0.3622677668360905
CSF3,-0.525010197204949
CSRP1,-0.09654646276801292
CSRP3,-0.2585546164033702
CST3,-0.7241589630474792
CTC1,-0.21132595518782496
CTDP1,-0.600880662648489
CTEPH1,0.0563220956567818
CTGF,-0.7241589630474792
CTLA4,-0.3710632517638587
CTNNB1,-0.5881860122576066
CTNS,-0.83370462769801
CTRB2,-0.35322613379276624
CTRC,-0.35322613379276624
CTSB,-0.555157908559773
CTSD,-0.7226370087215657
CTSG,-0.3794648347727805
CTSK,-0.024538863437767216
CTSL,-0.4218659186363725
CTSS,-0.600880662648489
CUBN,-0.7871398346881058
CUL4B,-0.600880662648489
CX3CL1,-0.4052070102965904
CX3CR1,-0.7241589630474792
CXADR,-0.7241589630474792
CXCL1,-0.3881127284296723
CXCL10,-0.729375423268933
CXCL12,-0.3794648347727804
CXCL13,-0.024538863437767216
CXCL2,-0.1162666401000218
CXCL5,-0.024538863437767216
CXCL6,-0.7241589630474792
CXCL8,-0.3220266958195512
CXCL9,-0.024538863437767216
CXCR2,-0.09654646276801292
CXCR3,-0.024538863437767216
CXCR4,-0.12413585086559624
CXCR5,-0.7241589630474792
CYBA,-0.3794648347727804
CYBB,-0.3889281637920561
CYCS,-0.21132595518782496
CYLD,-0.024538863437767216
CYP11B2,-0.6855586583381638
CYP17A1,-0.730381798432505
CYP17A1-AS1,-0.7241589630474792
CYP19A1,-0.31832085832836376
CYP1A1,-0.37754787235191367
CYP1A2,-0.6166151452242045
CYP24A1,-0.600880662648489
CYP27A1,-0.642991342103656
CYP27B1,-0.2585546164033702
CYP2B6,-0.7155383287327071
CYP2C19,-0.4685507300828391
CYP2C8,-0.5337893413212985
CYP2C9,-0.4773496191819998
CYP2D6,-0.5600723320907532
CYP2E1,-0.1510025832471078
CYP2J2,-0.5881860122576066
CYP3A4,-0.6141166863845694
CYP3A5,-0.6134791628319277
CYP4A11,-0.7186984253567977
CYP4F12,-0.600880662648489
CYP4F2,-0.5900141398020256
CYP4F22,-0.2585546164033702
CYP4F3,-0.730381798432505
CYP4V2,0.0563220956567818
CYP7A1,-0.6434167025021932
CYP7B1,-0.600880662648489
CYP8B1,-0.600880662648489
CYR61,-0.2585546164033702
CYSLTR1,-0.024538863437767216
CYTB,-0.10433561004426355
D2HGDH,-0.600880662648489
DAB2,-0.7241589630474792
DAB2IP,-0.7241589630474792
DAG1,-0.600880662648489
DAPK1,-0.600880662648489
DARS2,-0.600880662648489
DAZ1,-0.600880662648489
DAZ3,-0.600880662648489
DAZ4,-0.600880662648489
DBH,-0.7451148262332268
DBT,-0.3139828990677706
DCAF17,-0.3034492896799361
DCAF7,-0.26090165445789043
DCAF8,-0.600880662648489
DCK,-0.2275574013320193
DCLK2,-0.7241589630474792
DCLRE1C,-0.1376414882020477
DCN,-0.7241589630474792
DCP1,-0.6434167025021932
DCR,-0.3076039856010708
DCXR,-0.6313298223058947
DDAH1,-0.7241589630474792
DDAH2,-0.7241589630474792
DDB2,-0.600880662648489
DDHD1,-0.600880662648489
DDIT3,-0.6845505869609058
DDIT4L,-0.600880662648489
DDR2,-0.024538863437767216
DDX39A,-0.7241589630474792
DDX39B,-0.7241589630474792
DDX52,-0.600880662648489
DDX58,-0.21132595518782496
DECR1,-0.4215395232569099
DEFA1,-0.2585546164033702
DEFA3,-0.2585546164033702
DEFB1,-0.2585546164033702
DEFB4A,-0.09951478429082447
DEFB4B,-0.09951478429082447
DENTS,-0.83370462769801
DES,-0.7241589630474792
DFFB,-0.6434167025021932
DFNA4A,-0.600880662648489
DGAT1,-0.3034492896799361
DGCR2,-0.7241589630474792
DGKB,-0.7241589630474792
DGKE,-0.3035302029671116
DGKZ,-0.7241589630474792
DGUOK,-0.2275574013320193
DHCR7,-0.2616585861011098
DHDDS,-0.2616585861011098
DHFR,-0.07073352053724387
DHH,-0.600880662648489
DHPS,-0.024538863437767216
DIO3,-0.7241589630474792
DIS3L2,-0.2616585861011098
DISC1,-0.6434167025021932
DKC1,-0.21132595518782496
DKK1,-0.600880662648489
DLD,-0.2585546164033702
DLG4,-0.6313298223058947
DLK1,-0.7241589630474792
DLL4,-0.21132595518782496
DMRTA1,-0.7241589630474792
DNAH8,-0.3909856847736758
DNAI1,-0.024538863437767216
DNASE1,-0.6463909783209596
DNASE1L3,-0.3758936401417611
DNM2,-0.600880662648489
DNMT1,-0.600880662648489
DNMT3B,-0.024538863437767216
DOCK6,-0.21132595518782496
DOCK8,-0.024538863437767216
DOK2,-0.600880662648489
DOT1L,-0.7241589630474792
DPF3,-0.600880662648489
DPP4,-0.5965798110760819
DPYD,-0.600880662648489
DRD1,-0.7511245830492573
DRD2,-0.5291586506269899
DRD3,-0.5291586506269899
DRD4,-0.7511245830492573
DST,-0.600880662648489
DSTYK,-0.600880662648489
DUSP1,-0.3036312106032085
DUSP10,-0.35322613379276624
DUSP12,-0.2585546164033702
DUSP13,-0.600880662648489
DUSP23,-0.600880662648489
DUSP3,-0.2585546164033702
DUSP6,-0.35322613379276624
DUX4,-0.2616585861011098
DVL1,-0.7241589630474792
DYM,-0.2585546164033702
DYNC1H1,-0.600880662648489
DYNC1I1,-0.600880662648489
DYNC2H1,-0.2616585861011098
E2F1,-0.7241589630474792
E2F4,-0.7241589630474792
EBF2,-0.642991342103656
EBI3,-0.2585546164033702
EBP,-0.5167552229056631
ECE1,-0.09951478429082447
EDIL3,-0.6313298223058947
EDN1,-0.4786685978957465
EDN2,-0.7241589630474792
EDN3,-0.2585546164033702
EDNRA,-0.6385590793733147
EDNRB,-0.5901054551200631
EEF1A2,-0.6434167025021932
EEF1B2P2,-0.7241589630474792
EGF,-0.33852870616208924
EGFR,-0.05440127731350721
EGLN1,0.34378280057691296
EGLN3,-0.7241589630474792
EGR1,-0.35322613379276624
EGR2,-0.600880662648489
EHHADH,-0.3207329960027907
EIF1,-0.024538863437767216
EIF2S1,-0.2585546164033702
EIF3B,-0.2585546164033702
EIF4A3,-0.7241589630474792
EIF4E,-0.2585546164033702
EIF4EBP1,-0.2585546164033702
EIF4HP1,-0.7241589630474792
ELANE,-0.35457881939355934
ELF3,-0.3034492896799361
ELK3,-0.2585546164033702
ELK4,-0.2585546164033702
ELN,-0.39357622409915144
ELOVL5,-0.600880662648489
ELOVL6,-0.600880662648489
ELP1,-0.600880662648489
EMP1,-0.06499159402897571
ENAH,-0.83370462769801
ENG,-0.6786250673410513
ENO1,-0.7241589630474792
ENO2,-0.6313298223058947
ENPP1,-0.7241589630474792
ENTPD1,-0.3076039856010708
EOGT,-0.21132595518782496
EP300,-0.2585546164033702
EPAS1,-0.7241589630474792
EPCAM,-0.600880662648489
EPHB2,-0.600880662648489
EPHX1,-0.39901535196748694
EPHX2,-0.6313298223058947
EPO,-0.5142401934385507
EPOR,-0.7241589630474792
EPRS,-0.7241589630474792
ERAP1,-0.5830965810349039
ERBB2,-0.600880662648489
ERBB3,-0.2616585861011098
ERCC1,-0.600880662648489
ERCC2,-0.600880662648489
ERCC3,-0.600880662648489
ERCC4,-0.2275574013320193
ERCC5,-0.2795123796036034
ERCC6,-0.3141498622414466
ERCC6L2,-0.21132595518782496
ERCC8,-0.7871398346881058
ERLIN2,-0.600880662648489
ERVK-10,-0.6313298223058947
ERVK-11,-0.2585546164033702
ERVK-19,-0.2585546164033702
ERVK-9,-0.2585546164033702
ESAM,-0.024538863437767216
ESCO2,-0.21132595518782496
ESD,-0.11378164600453868
ESR,-0.550638301907292
ESR1,-0.6424360316370961
ESR2,-0.5472011809774874
ESRRA,-0.3034492896799361
ESTRR,-0.7241589630474792
ETS2,-0.024538863437767216
ETV6,-0.21132595518782496
EXO1,-0.600880662648489
F10,-0.5828294044302436
F11,-0.3543503145882393
F12,-0.3651080896195488
F13A1,-0.5247856222554326
F13B,-0.3544376695917375
F2,-0.35880962992047283
F2R,-0.4089683686357381
F2RL1,-0.3976695832296136
F2RL3,-0.6313298223058947
F3,-0.38897964851487676
F5,-0.35558951307585296
F7,-0.3407253916598648
F8,-0.3602418185752199
F9,-0.574199649345155
FABP1,-0.37175773397701084
FABP2,-0.6499048256485059
FABP3,-0.7241589630474792
FABP4,-0.7241589630474792
FABP5,-0.024538863437767216
FABP5P1,-0.024538863437767216
FADS2,-0.7241589630474792
FAH,-0.6262549623629937
FAIM2,-0.7241589630474792
FAM126A,-0.600880662648489
FAM175B,-0.7241589630474792
FAN1,-0.7871398346881058
FANCA,-0.21132595518782496
FANCB,-0.21132595518782496
FANCC,-0.21132595518782496
FANCD2,-0.21132595518782496
FANCE,-0.21132595518782496
FANCF,-0.21132595518782496
FANCG,-0.21132595518782496
FANCI,-0.2275574013320193
FANCL,-0.21132595518782496
FANCM,-0.21132595518782496
FARS2,-0.21132595518782496
FAS,-0.4664061078843327
FASLG,-0.2391571305469855
FASN,-0.5881860122576066
FASTKD2,-0.83370462769801
FBLN5,-0.600880662648489
FBN1,-0.09120362011757936
FBXO15,-0.024538863437767216
FBXO32,-0.2585546164033702
FCAR,-0.5881860122576066
FCGR1A,-0.09951478429082447
FCGR2A,-0.11992475993075313
FCGR2C,-0.2275574013320193
FCGR3A,-0.35457881939355934
FCGR3B,-0.37258327773635663
FDFT1,-0.3034492896799361
FDX1,-0.35322613379276624
FECH,-0.28311867712807465
FER,-0.2963906990334369
FERMT3,-0.2896242553975468
FES,-0.7241589630474792
FGA,-0.5086062569019228
FGB,-0.5011327311364955
