,Count
PPP1R1A,113
UGT1A1,113
CHI3L1,113
MIR150,113
CTNNB1,113
KDR,113
IL1RL1,113
AMPD1,113
ADRA1D,113
FCAR,113
PDCD1,113
IL4R,113
CDKN1A,113
SOCS1,113
MAPK3,113
CD163,113
BECN1,113
CYP2J2,113
GDE1,113
PLB1,113
FASN,113
IL12B,113
FGF2,111
NCF1,111
TNFRSF11B,111
PTEN,110
F12,110
WDTC1,109
ALDH2,109
JUN,109
NRG1,109
ADH1B,109
GABPA,108
JUNB,108
HLA-DQA1,108
FOSB,108
ADAM10,108
TBXAS1,108
LCAT,108
FABP2,108
SFTPD,108
JUND,108
CXCR4,108
SLC9A6,108
LIMK1,107
PWAR1,107
MYH9,107
CALR,107
LY96,106
SLC52A2,106
BCL2L1,106
SFTPB,106
FLT1,106
FOXO4,106
CYP2B6,106
PECAM1,105
CXCR2,105
NPY,105
PPIAP10,105
APOB,105
PLAUR,105
ESR1,105
CASR,105
CSRP1,105
LDLR,105
TF,104
ATF3,104
TNFRSF12A,104
ADH1C,104
SULF2,104
TXNRD1,104
NPPA,104
CYP17A1,104
EDNRA,104
HLA-DQB1,104
INSR,104
HLA-E,104
SLC6A4,104
CYP4F3,104
LAMP2,104
CYTB,104
C18orf8,104
STK4,104
REG1A,104
TPO,104
SGCG,103
SBDS,103
IL23A,103
ECE1,103
GUCY1A3,103
FCGR1A,103
MCL1,103
TRAF1,103
CFB,103
SMOX,103
TUBB1,103
DEFB4A,103
TIRAP,103
NCF2,103
C5AR1,103
MAPK8,103
GZMB,103
C3AR1,103
MBL3P,103
KLF2,103
TICAM1,103
LAMC2,103
MMP8,103
IGHM,103
DEFB4B,103
CD79B,103
IGLL1,103
MYLK,103
IL1R1,103
TNFSF11,103
ITGA2B,103
CARD11,103
CD86,103
TLR5,103
IL27,103
IL7,103
CP,103
BLNK,103
PPARA,103
TRIM69,103
IRAK3,103
LTB4R,103
SOCS3,103
CCR5,102
RFC2,102
CLIP2,102
GTF2I,102
BAZ1B,102
TBL2,102
GTF2IRD1,102
CAD,101
ABCB1,100
ARSA,100
SCARB1,100
ABCG1,100
CETP,100
TTPA,100
CYP27A1,100
PTPRA,99
INSIG1,99
CYP7A1,99
LIPA,99
LDLRAP1,99
APOC3,99
TGFA,99
CD28,99
MUC5AC,99
MVP,99
DFFB,99
GH1,99
CHDH,99
SLCO1B1,99
EEF1A2,99
OLR1,99
CDH13,99
MMP14,99
RENBP,99
CEP19,99
SLC27A1,99
CDCP1,99
SREBF2,99
ADAMTS7,99
GPR162,99
COL1A1,99
CPB2,99
GGT1,99
PCSK9,99
GNB3,99
GCG,99
ADRB1,99
NPPB,99
APOA4,99
LRP1,99
APOA2,99
B4GALNT2,99
CALD1,99
SCAP,99
DISC1,99
SERPINF2,99
FHOD3,99
IRG1,99
HMGCR,99
PIK3C2G,99
MAP2K6,98
VKORC1,98
SLC17A5,98
HGD,98
BSND,98
ANTXR1,98
GSR,98
FGFR3,98
PKD1,98
ABCC9,98
RAF1,98
LTA4H,98
CEL,97
EGFR,97
ITGAX,96
REG3A,94
KMT2D,94
ICOS,94
P2RY12,94
APRT,94
PDE4A,94
ABCF1,94
F9,94
BRCA2,94
S100A12,94
PRF1,94
GP6,94
PNP,93
RAD51,93
DHFR,93
CD19,93
LRBA,93
USB1,93
CDC42,93
RPS19,93
PEPD,93
TNFSF12,93
CD81,93
KDM6A,93
NBN,93
TERT,93
SLC35A1,93
CR2,93
XPR1,93
ACP5,93
PF4,93
ENG,92
AVPR1A,92
COL4A1,92
CDKN2B,92
COL4A2,92
IL6R,91
ABCG2,91
AHR,90
AKR1B1,90
CD68,89
TNFRSF25,89
WNT4,89
NR3C2,89
ALOX5AP,89
TAC1,88
VIP,88
GNPTAB,88
COL2A1,88
IL2RB,88
SERPINC1,87
GFAP,86
PTGIS,86
AKR1A1,86
SOD3,86
PDE4D,86
TGFBR2,86
CYP4F2,85
SP1,85
GSTK1,85
KCNJ11,85
ADORA1,85
TBXA2R,85
RAMP1,85
KCNN4,85
CYP4A11,85
MDK,85
PROZ,85
SLCO6A1,85
BIRC5,85
HBEGF,85
C20orf181,85
SETD2,85
TM7SF2,85
ROS1,85
MAP3K5,85
KLK4,85
CREB1,85
APOH,85
SLC33A1,85
PDX1,85
PLA2G7,85
LGALS2,85
AKT1S1,85
SH2B1,84
DNASE1,84
DDIT3,84
HNF1A,84
HPSE2,84
PDE5A,84
CXCL10,84
CYP11B2,83
ACTG1,83
SST,83
GHRH,83
ACT,82
CXCL1,82
MICA,82
GDF15,82
ACTBL2,82
FHL5,82
FTO,82
SERPINA3,82
POU2F3,82
POTEKP,82
SERPINA5,82
POTEM,82
ACOT7,82
SERPIND1,82
GCNT2,82
LIPG,82
PRKCE,81
AIRE,81
ATXN1,81
ALOX15,81
ATP6,81
ND2,81
TRPC4,81
WRN,81
FXN,81
PON2,81
IGF1R,81
AR,81
MIAT,81
NEIL3,81
SMAD3,81
CTSD,81
IGF2,81
TET2,81
TCFL5,81
TSPO,81
ATXN2,81
XRCC3,81
LTC4S,81
ABCC6,81
CKM,81
AGXT,81
CAV3,81
SH2B3,81
ALOX12,81
FADS2,80
NOS1AP,80
OSR1,80
CD151,80
GLCLC,80
CXCL6,80
DDX39B,80
LINC00841,80
C6orf118,80
CXCR5,80
SLPI,80
LDHA,80
LAYN,80
MSH3,80
EGLN3,80
PAPPA2,80
HSPA5,80
HADH,80
PIGA,80
EIF4HP1,80
LINC00310,80
CD59,80
MIR499A,80
GAA,80
SFRP2,80
ICH,80
SLC2A9,80
SIRPA,80
DGCR2,80
PPP1R42,80
KCNK5,80
KCNQ1,80
KCNE1,80
TAS2R50,80
ZNF627,80
C4B,80
ENPP1,80
DVL1,80
OX4OL,80
MCTP1,80
PLA1A,80
LOC392232,80
ESTRR,80
CDH7,80
GLRX2,80
BDPLT2,80
NRG3,80
OR13G1,80
CREG1,80
TXNRD3,80
MIA3,80
CLDN5,80
FAIM2,80
CST3,80
POU5F1,80
FOXO1,80
GJA1,80
PLCL2,80
PHACTR1,80
UTS2R,80
P2RY11,80
RPLP0P4,80
KCNMB1,80
CTGF,80
FOXL1,80
ATP10D,80
RPL31P26,80
INHBA,80
WARS,80
MIA,80
MEF2C,80
DDX39A,80
DES,80
MIR17,80
ADRA2B,80
PLCB1,80
RHD,80
CHRM2,80
MVCD3,80
GOLGA4,80
CNNM2,80
PSMA6,80
AHCYP3,80
LRP8,80
NES,80
MB,80
MCI2,80
ZNF536,80
TMEM182,80
SEMA3F,80
RPS24P4,80
SMG6,80
MMRN1,80
GLCLR,80
HHIPL1,80
TINAGL1,80
VPS51,80
BDPLT16,80
LINC00861,80
FABP4,80
RFXAP,80
ANG,80
HIC1,80
FZD2,80
GYS1,80
UTS2,80
OR10X1,80
PGBD5,80
DDAH2,80
SERPINA4,80
GP34,80
KIF6,80
SUCLG2P2,80
USP7,80
RPS6KB1,80
PTGER2,80
ADAMTS1,80
TNNT2,80
JPH3,80
RPL35P4,80
ATOH1,80
HAS1,80
BRAP,80
OPRK1,80
C9orf152,80
PTPRC,80
SLC24A5,80
AKAP10,80
YBX1,80
MIR548AB,80
MIR151A,80
PROM1,80
KIR2DS1,80
DMRTA1,80
DAB2,80
THBS4,80
MIR144,80
ARG1,80
BANK1,80
SLC5A3,80
KEL,80
MUT,80
CD93,80
ZC3HC1,80
TUBGCP2,80
ACE1,80
ESR,80
EDN2,80
INHBE,80
HSD11B2,80
UBAP1,80
MIR325,80
TNFRSF4,80
ADAM11,80
LRRFIP1,80
IRX1,80
GLI3,80
C8B,80
POM121L9P,80
ATP5J,80
KIF2C,80
CA3,80
CREM,80
SDC4,80
MYH7,80
DGKB,80
TBX3,80
SLC2A6,80
LOX1,80
rs2383378,80
DOT1L,80
FLJ20021,80
TIPARP,80
ADRBK1,80
XDH,80
MTND1P36,80
ENO1,80
GJA4,80
PDGFD,80
P4HB,80
KIAA1462,80
CARD8,80
SMAD2,80
FOXD3,80
WDR36,80
PER3,80
MTHFD1L,80
KCNK12,80
WDR12,80
HNRNPUL1,80
OPRD1,80
LAMA3,80
OR10A4,80
CHAT,80
ABCA4,80
CDKN2B-AS1,80
RUNX1T1,80
SH2D2A,80
QKI,80
RIPK1,80
NOL3,80
BTN2A1,80
ST6GALNAC1,80
CICP17,80
CXADR,80
SORT1,80
ITGA1,80
EIF4A3,80
ATR,80
CYP17A1-AS1,80
UBA52P6,80
COL3A1,80
GT,80
RYR3,80
VAMP8,80
GFPT2,80
GRK4,80
FAM175B,80
NPR1,80
GATA4,80
CECR,80
TNNI3K,80
EPAS1,80
SEPP1,80
EPOR,80
CDKN1B,80
INSIG2,80
YAP1,80
KCNE2,80
RPL31P39,80
CEP83-AS1,80
MIR126,80
SELPLG,80
PPAP2B,80
C6orf89,80
MGEA5,80
MEF2A,80
BARD1,80
DGKZ,80
PLN,80
DLK1,80
TTLL6,80
BHLHE22,80
JRKL-AS1,80
ARMS2,80
ACTA2,80
MIR100,80
ITIH3,80
ANK2,80
SLC7A9,80
TENM3,80
ADD1,80
MAT2B,80
AHSG,80
THBS2,80
SERPINA10,80
PLCB3,80
FABP3,80
TSPAN10,80
ADAM8,80
TNNI3,80
RIPK3,80
COL8A1,80
ANP32B,80
FSTL1,80
MAT2A,80
POM121L12,80
GRM8,80
AKR1C4,80
KIR2DL1,80
MIR223,80
OGFOD1,80
HNRNPA3P1,80
CDKN1C,80
ATP2B1,80
GSTM2,80
DIO3,80
ZFHX3,80
SMAD9,80
CACNA1C,80
PDE3A,80
YTHDF3,80
MIR197,80
FSD1,80
PALLD,80
UCP3,80
C22orf35,80
MIR4693,80
AP3D1,80
AIMP1,80
RLN2,80
MCI1,80
KIR2DL3,80
MIR548G,80
DDAH1,80
TRIB3,80
TXNRD2,80
TXN,80
MRPS6,80
APOM,80
GHSR,80
E2F4,80
MDH2,80
TIMP3,80
BMP6,80
SLC5A5,80
COMMD7,80
CR1,80
PGAP3,80
DAB2IP,80
PON3,80
CCT7,80
OGN,80
MIR210,80
CHRNA5,80
MLX,80
TNFB,80
PRDX6,80
KIR2DS2,80
GP3A,80
DCLK2,80
RNA5SP347,80
HTR1D,80
NOX5,80
CELSR2,80
MGP,80
GDF1,80
BGN,80
VEGFB,80
TM6SF2,80
LRPAP1,80
PAK3,80
PAPPA,80
PNMT,80
SLF1,80
CMSS1,80
CIITA,80
CLEC16A,80
RNF13,80
SPARC,80
SF3A2,80
WARS2,80
KCNJ2,80
SP3,80
PCSK2,80
SIK2,80
CDH6,80
CISD1P1,80
LINC01020,80
MSRA,80
CX3CR1,80
FILIP1L,80
SIAH2,80
FOLH1,80
SLC1A7,80
PDHX,80
IL18BP,80
GYPA,80
ACTA1,80
SCG2,80
TRPC3,80
CELF4,80
NRIP1,80
ILF3,80
VDAC2,80
TNC,80
RCAN1,80
ANKRD18EP,80
C4B_2,80
MYB,80
YY1AP1,80
LAMA4,80
NPPC,80
CKB,80
KRT16,80
SLC27A6,80
C7,80
TH,80
MIR23A,80
OR10R3P,80
VCAN,80
SERPINA2,80
KIR2DL2,80
PTN,80
MAPT,80
SLC14A1,80
PI3,80
TBX5,80
FOPNL,80
ANXA5,80
ACHE,80
EPRS,80
PITX3,80
CALCOCO2,80
NPR3,80
IL17F,80
RPSAP22,80
TBX20,80
RAD50,80
ARC,80
FES,80
C1D,80
LGALS3,80
PEBP1,80
F10,80
TNFSF13,80
PSRC1,80
APOER2,80
SCN5A,80
CSE,80
BRINP3,80
F13B,80
TNFRSF14,80
RANBP1,80
PCSK1,80
TPD52,80
NTRK2,80
MIR15B,80
TEAD1,80
TFAM,80
LINC00305,80
KCNK2,80
CD34,80
NUCB2,80
GCKR,80
TRIB1,80
KCNMA1,80
CDR1,80
MRAS,80
MMP10,80
COL26A1,80
DCP1,80
SEC24D,80
DCN,80
CACYBP,80
HLA-DPB2,80
MS,80
SMARCA4,80
TMPRSS4,80
TIMP4,80
LOC643339,80
C8A,80
ZNF202,80
RPL39P30,80
KIF28P,80
E2F1,80
MAP2K7,80
KIAA0391,80
EEF1B2P2,80
PER1,80
RAP1BP2,80
C3orf58,80
POSTN,80
PTGES,80
KMT2A,80
FSD1L,80
TGFB2,80
PDE8B,80
TRK-CTT1-2,80
MARK2,78
PINK1,76
OTC,75
CALCA,75
SRR,75
NOD2,75
EMP1,75
VIM,75
IL2RA,75
CCL3,75
NTF3,75
HAVCR1,74
WDR19,74
OFD1,74
SFTPC,73
ROCK1,73
SARS,73
ALB,73
PARP9,73
SLC27A5,73
FGF7,73
IL1R2,72
CD44,71
NLRC4,71
VCP,71
FMO3,71
JAM3,70
GAS8,70
TNFRSF11A,70
RNASE3,70
CHUK,70
MIP,70
GATA3,70
CHIA,70
ESAM,70
AFF4,70
BMP1,70
PTPN22,70
NFATC2,70
HLA-G,70
CYSLTR1,70
TNPO1,70
CCR6,70
CLEC6A,70
CCR9,70
SYK,70
CYLD,70
BLOC1S6,70
TSLP,70
CCL26,70
DDR2,70
NEO1,70
MAFIP,70
rs2665390,70
CXCR3,70
CCL19,70
ARHGEF5,70
CCL8,70
PTAFR,70
IL21R,70
SLC35C1,70
SGPL1,70
PIN1,70
SLC29A1,70
SEMA4A,70
HCCS,70
SLC29A2,70
MIR127,70
GPRC5A,70
RNU4ATAC,70
ICOSLG,70
FABP5P1,70
POLA1,70
MASP2,70
IL5RA,70
MCAM,70
IKBKB,70
DNMT3B,70
LIN28B,70
IL27RA,70
RLFP1,70
SCAF11,70
ZBTB24,70
MIPEP,70
PTGDS,70
TIMELESS,70
MRC1,70
AOC2,70
CXCL9,70
SLC11A2,70
TAGLN,70
RAP1B,70
MS4A2,70
ITGA5,70
ETS2,70
CXCL5,70
PRCP,70
LSP1,70
SCGB3A2,70
RNF125,70
CD274,70
EIF1,70
HSPA14,70
IL5,70
CTSK,70
LPAR2,70
DNAI1,70
CCL24,70
KCNJ6,70
CRLS1,70
ARCN1,70
CCL7,70
CCL13,70
CD276,70
DOCK8,70
RETNLB,70
VIM2P,70
AD14,70
CCDC114,70
PRKCZ,70
IL25,70
MUC2,70
FOXM1,70
MAP6,70
CXCL13,70
VASP,70
NINJ1,70
LPAR1,70
CCL17,70
LGALS9,70
FABP5,70
PLF,70
CRLF2,70
TNFRSF8,70
ZAP70,70
BMP4,70
COPD,70
TTF1,70
PGPEP1,70
ALDH7A1,70
SFTPA2,70
LOC102723996,70
PR@,70
PDE7A,70
IL16,70
IL9,70
IFITM3,70
ZC3H12A,70
LCLAT1,70
PTGDR2,70
JAK3,70
ABCA3,70
FBXO15,70
PLOD1,70
COL11A2,70
NPW,70
DHPS,70
TRIP10,70
ADORA2B,70
WBSCR22,70
NFIX,70
TMIGD3,70
CCL20,70
ORC6,70
CCR8,70
TEF,70
SCGB1A1,70
RPAIN,70
ITGAV,70
UCN3,70
AOC3,70
NKX2-1,70
FOSL1,70
C1QBP,70
OXA1L,70
ITGA4,70
ARHGEF2,70
ITGAL,64
DCAF7,63
ND1,62
PPIG,62
SPINK1,61
PRSS1,61
SLC25A13,61
MVK,60
TLR1,59
BAD,59
GAST,59
PROC,59
MDM2,58
COX8A,58
PPP3CA,58
CASP12,57
PSAP,57
DUSP1,57
WIPF1,57
HSPA2,57
SSRP1,57
SLCO1B3,57
WAS,57
LTBR,57
HSF1,57
FLI1,56
G6PC3,56
FASLG,56
TFRC,56
FOXP3,56
UBE2T,56
STAT1,56
SAA1,56
SHH,55
APC,54
VLDLR,52
PNPLA2,52
SLC2A4,52
CASP9,52
IRS1,52
GAL,52
MIR143,52
PPARGC1B,52
ASS1,51
WFS1,50
MMP7,50
CCK,50
HLA-DPB1,49
PDGFRB,49
CA2,48
PDGFB,47
SLC37A4,47
G6PC,47
PCCB,47
SLC7A7,47
HLA-A,47
PRTN3,47
TERC,47
PCCA,47
ATP7B,46
TREX1,46
PHGDH,46
SCARB2,45
FERMT3,45
CCL4L1,45
CCL4L2,45
OCRL,45
LMF1,44
OXT,44
GPIHBP1,43
ABCC8,43
KRAS,43
SERPINA13P,43
APOC2,43
CAVIN1,43
HSPG2,43
TCF4,43
CIDEC,43
UBR1,42
GPR35,42
BCKDHA,42
DBT,42
STX11,42
BTNL2,42
XIAP,42
COL11A1,42
LYST,42
BCKDHB,42
LYZ,41
MAP2K1,41
NRAS,41
LBR,41
NPHS1,41
GATA1,41
TYK2,41
TALDO1,41
ACTN4,41
NPHS2,41
UROS,41
ACAD9,41
LMX1B,41
RBM8A,41
LOC102724560,40
FSHR,40
GDNF,39
ISYNA1,38
TAT,38
KAT5,38
IRAK1,38
ENTPD1,38
GRIK2,38
ATAT1,38
RET,38
PAX5,38
DCR,38
TAB3,38
SLC29A3,37
EHHADH,37
C6,37
FECH,37
CD80,37
AQP5,36
SPHK1,36
DRD3,35
KLKB1,35
DRD2,35
GRIN2B,35
SOAT1,35
SLC6A3,35
PARK2,34
GFER,34
WNK1,34
ATXN7,34
SAR1B,34
APP,34
GHR,34
HDAC6,34
ATP7A,34
AAAS,34
PTK2B,34
HBB,34
GRK5,33
DUSP12,33
POLDIP2,33
IBSP,33
PDE2A,33
NLRP1,33
CD22,33
AOAH,33
MMP16,33
RELA,33
NHS,33
FBXO32,33
RELB,33
DLD,33
CADM1,33
NCKAP1,33
NKX2-6,33
OGT,33
NRTN,33
C5,33
PTPRH,33
TNIP3,33
C9orf156,33
NCF4,33
LAMP1,33
DEFA3,33
SLC7A2,33
SPI1,33
ATP6V0A2,33
TNIP1,33
TTN,33
KEAP1,33
SIT1,33
NAPSA,33
NTS,33
PIGF,33
TLR7,33
GJA5,33
ARG2,33
PAGR1,33
SIGLEC9,33
LRRC8A,33
COTL1,33
NOD1,33
DYM,33
SIRT6,33
APELA,33
EBI3,33
NCR3LG1,33
NFE2,33
TOLLIP,33
PYGM,33
ERVK-11,33
R3HDM2P2,33
CRK,33
MIR146A,33
SCN1A,33
GALT,33
PIK3R1,33
SCLT1,33
ISG20,33
TCF3,33
CD79A,33
ERVK-9,33
DUSP3,33
GRIN2A,33
CDK9,33
PNOC,33
SLC25A1,33
TRPM4,33
P2RX1,33
SAA@,33
TRAF6,33
P2RX6,33
EIF3B,33
LRRCC1,33
CD177,33
TREML1,33
SEMA3D,33
MPST,33
QPCT,33
SERPINF1,33
ALAS1,33
ATG16L1,33
MIR608,33
LGALS1,33
MSX2,33
IRAK4,33
MIR4772,33
P2RX2,33
KAT8,33
IL19,33
CYR61,33
ELK4,33
P2RX3,33
RIMS2,33
ATP6V0A4,33
CARS,33
TRPV5,33
GRP,33
IRGM,33
BAAT,33
BLVRA,33
CRH,33
GRPR,33
SYT1,33
CIRBP,33
NAA25,33
HSPA12B,33
FER,33
LMAN1,33
IL12RB1,33
P2RX4,33
NANOS2,33
SEMA3C,33
EIF4EBP1,33
IL32,33
ALOX12B,33
IFI27,33
PLEC,33
ERVK-19,33
FYN,33
KCNJ8,33
GZMK,33
rs1648707,33
PSME3,33
P2RX7,33
NELFE,33
STARD3NL,33
CHIT1,33
ZNF645,33
MAS1,33
DEFB1,33
AAK1,33
HTRA2,33
LIPT1,33
IL10RA,33
P2RY1,33
AK2,33
SLC6A20,33
DEFA1,33
rs10508503,33
TUBA8,33
MAPK14,33
SERAC1,33
MUL1,33
EIF2S1,33
AMPD2,33
TLR8,33
EIF4E,33
CYP27B1,33
BAG6,33
ITGB4,33
GALNS,33
PCBP4,33
OPN1LW,33
P2RX5,33
LST1,33
TCIRG1,33
NAP1L1,33
GRAP2,33
LIPN,33
ABCC11,33
ELK3,33
RBMS1,33
AZI2,33
SUFU,33
CCHCR1,33
TLR6,33
EP300,33
CYP4F22,33
FPR2,33
PAG1,33
RNF19A,33
AIMP2,33
CEBPB,33
HSH2D,33
HDAC4,33
TGM1,33
EDN3,33
FST,33
CAMP,33
CEBPD,33
CASP6,33
TAGAP,33
LOC222344,33
PPP6R2,33
MIR483,33
RXRA,33
AHSA1,33
ABCA12,33
NR4A2,33
PRKCA,33
MYH11,33
ALOXE3,33
MIR155,33
CRISPLD2,33
SOCS2,33
SLC38A2,33
NOTCH4,33
S1PR3,33
HLA-DRB4,33
SEA,33
CALML3,33
SMUG1,33
SENP6,33
AAA1,33
ADRA2A,33
UROD,33
PRKCQ,33
CREBBP,33
WNT5A,33
SFRP1,33
NOX1,33
GIT2,33
NR1I3,33
NIPAL4,33
BBC3,33
CSRP3,33
MFGE8,33
GORASP1,33
GAPDH,33
SYNCRIP,33
TRNF,29
TRNL1,29
PSPN,29
TRNH,29
TRNS2,29
ND6,29
TRNS1,29
TRNW,29
ND4,29
ND5,29
TRNQ,29
COX3,29
MUC16,28
CTSL,28
MMACHC,27
SMARCAL1,27
EGF,27
COL4A5,27
CISD2,27
TRPV1,27
DGKE,27
FGFR2,26
PGC,26
PSCA,26
VGF,26
ATP4A,26
SRF,26
rs4712653,26
PDGFRA,26
ATP12A,26
IAPP,26
ARID1B,26
FGFR1,26
rs10036748,26
REG4,26
TFF1,26
ESD,26
ABCB6,26
COL18A1,26
TFF2,26
TRIM21,26
OXTR,26
MUC6,26
HRH3,26
SSB,26
ABCB4,25
DBH,25
TYMS,25
TYMP,25
GFRA1,25
ATP8,25
ADORA2A,24
GALC,24
NR4A1,24
DRD1,24
MAOB,24
HTR6,24
MTNR1B,24
DRD4,24
GCH1,24
GLB1,24
MAOA,24
MTNR1A,24
PIP4K2A,24
TPH1,24
HTR2C,24
RGS9BP,24
HTR1F,24
PAH,24
PIP4K2C,24
CRYZ,24
PDE4B,24
ERCC4,24
POLD1,24
GFRA2,24
TNFRSF10A,24
FUZ,24
IL3,24
DCK,24
ARVCF,24
FANCI,24
SLC19A2,24
SLC18A2,24
SLC46A1,24
FCGR2C,24
DGUOK,24
RGS9,24
ARRB2,24
GLI2,24
HSD17B6,24
NANOS1,24
FABP1,24
STXBP3,24
WNK2,24
MTCO3P1,24
CLDN2,24
PRSS2,24
NUPR1,24
HRSP12,24
UGT8,24
MORC4,24
AMY2A,24
BPIFA2,24
MRP7,24
IER3,24
VMP1,24
XPNPEP3,24
CTRC,24
PRSS58,24
USP14,24
PSEN2,24
CPA1,24
DUSP10,24
BNIP3L,24
LOC101929279,24
SULF1,24
APOBEC1,24
IL15,24
CDC20,24
MSMB,24
ASNS,24
ABCC7,24
PNLIPRP2,24
EGR1,24
SMO,24
IFT172,24
ANIB1,24
FGFBP1,24
CNPY2,24
CETN1,24
CELA3B,24
CEACAM5,24
PNLIP,24
NEWENTRY,24
HLA-DOA,24
SCT,24
AP2S1,24
CTRB2,24
ADAMTS18,24
ATP8B1,24
CLCR,24
CNR2,24
TACR1,24
ADH4,24
