,Count
GJA4,113
GRIN2A,113
HRG,113
GSK3B,113
SEMA3C,113
RMDN3,113
CX3CR1,113
STARD3NL,113
MIR21,113
MIR122,113
CTNNB1,113
CYP2J2,113
CRADD,113
MIR223,113
CHI3L1,113
TNFRSF11B,111
NCF1,111
FGF2,111
AKR1A1,110
F12,110
PTEN,110
WDTC1,109
NRG1,109
JUN,109
ALDH2,109
ADH1B,109
FABP2,108
SFTPD,108
APOH,108
FOSB,108
LCAT,108
JUNB,108
SLC9A6,108
MAPK14,108
JUND,108
PECAM1,108
TBXA2R,108
TBXAS1,108
HLA-DQA1,108
ADAM10,108
LIMK1,107
NCF2,107
MYH9,107
CALR,107
TFF1,106
FOXO4,106
CYP2B6,106
SFTPB,106
LY96,106
ISG20,106
FLT1,106
SERPINC1,106
CSRP1,105
CASR,105
SCARB1,105
C20orf181,105
LDLR,105
NPY,105
PPIAP10,105
ESR1,105
CNR2,104
TNFRSF12A,104
TXNRD1,104
EGR1,104
SULF2,104
ARVCF,104
SLC6A4,104
FDX1,104
EDNRA,104
FHIT,104
MIR30B,104
STK4,104
NPPA,104
MIR100,104
HLA-DQB1,104
C18orf8,104
MGMT,104
INSR,104
PIP4K2A,104
PITX2,104
TPO,104
TF,104
TET2,104
PDLIM5,104
CYP17A1,104
ATXN7,104
REG1A,104
GALC,104
CYP4F3,104
OLR1,104
WNK2,104
LAMP2,104
ATF3,104
PLA2G7,104
ADH1C,104
HLA-E,104
DRD1,104
TUBB1,104
CYTB,104
TLR6,103
SALL4,103
TLR5,103
TNPO1,103
SMOX,103
TRBV20OR9-2,103
TRAF1,103
TIRAP,103
RNU6-392P,103
SGCG,103
RNF19A,103
TRIM69,103
SBDS,103
SPARC,103
IL7,103
TICAM1,103
FER,103
GUCY1A3,103
MBL3P,103
DEFB4A,103
MASP2,103
DEFB4B,103
ECE1,103
PIGA,103
MMRN1,103
LTB4R,103
LARP1BP2,103
FCGR1A,103
FST,103
HSPA14,103
GRAP2,103
NCAM1,103
E2F1,103
IRAK4,103
IRAK3,103
IL27,103
IL23A,103
IL1R1,103
GZMB,103
NPPB,103
IGLL1,103
MCL1,103
TNFSF11,103
CRK,103
CARD11,103
ADORA2B,103
AHSA1,103
AIMP2,103
IVD,103
ITGA2B,103
POLDIP2,103
BCL10,103
BLNK,103
C3AR1,103
MMP8,103
C5AR1,103
CD79B,103
CD86,103
CD34,103
CFB,103
CLEC7A,103
CDKN1C,103
CLOCK,103
CREBBP,103
PPARA,103
IGHM,103
TBL2,102
RFC2,102
BAZ1B,102
CLIP2,102
GGT1,101
SERPIND1,101
CAD,101
ANGPTL4,100
ARSA,100
ABCG1,100
CYP27A1,100
TTPA,100
APOA4,99
RENBP,99
CDCP1,99
CD28,99
PTPRA,99
MIR126,99
CALD1,99
INSIG1,99
SCAP,99
LIPA,99
LRP1,99
IRG1,99
CDH13,99
B4GALNT2,99
LDLRAP1,99
JPH3,99
KL,99
ADRB1,99
APOC3,99
HSP90AB2P,99
APOA2,99
CEP19,99
EEF1A2,99
DISC1,99
FHOD3,99
MVP,99
FSD1,99
FSD1L,99
DFFB,99
PCSK9,99
CYP7A1,99
GBE1,99
GCG,99
GNB3,99
MMP14,99
ABCG5,99
GPR162,99
PIK3C2G,99
CPB2,99
ABCG8,99
HMGCR,99
COL1A1,99
CHDH,99
ADAMTS7,99
TGFA,99
STXBP2,99
SREBF2,99
SLCO1B1,99
MUC5AC,99
SLC27A1,99
RAF1,98
ABCC9,98
PRKD1,98
VKORC1,98
MAP2K6,98
ANTXR1,98
PKD1,98
BSND,98
FLNB,98
LZTR1,98
HGD,98
LTA4H,98
NR2E3,98
FGFR3,98
EGFR,97
ATP4A,96
ITGAX,96
ATP12A,96
KMT2D,94
PRF1,94
PDE4A,94
P2RY12,94
S100A12,94
MIR29C,94
REG3A,94
FCGR2C,94
IL15,94
ABCF1,94
ICOS,94
PRSS2,94
BRCA2,94
RPS19,93
PF4,93
PNP,93
CD19,93
PEPD,93
TNFSF12,93
RAD51,93
CD81,93
NBN,93
SLC35A1,93
TERT,93
CDC42,93
LRBA,93
KDM6A,93
IRF3,93
USB1,93
ACP5,93
XPR1,93
CR2,93
IRF7,93
CRLF2,93
DHFR,93
BLOC1S6,93
COL4A1,92
COL4A2,92
AVPR1A,92
SOX17,92
LIF,92
ENG,92
SNCA,91
TH,91
IL6R,91
AKR1B1,90
NLRC4,89
TNFRSF25,89
ALOX5AP,89
AKT2,89
WNT4,89
CD68,89
NR3C2,89
COL2A1,88
VIP,88
GNPTAB,88
TAC1,88
IL2RB,88
SGK1,88
SPINK1,87
GFAP,86
TGFBR2,86
PTGIS,86
PDE4D,86
SOD3,86
CREB1,85
LGALS2,85
KLK4,85
CDKN2B-AS1,85
MAP3K5,85
KCNN4,85
POU5F1,85
CYP4F2,85
CYP4A11,85
BIRC5,85
KCNJ11,85
PDX1,85
PGR-AS1,85
RAMP1,85
AKT1S1,85
RNF146,85
UCP3,85
MBP,85
XBP1,85
PROZ,85
SLC33A1,85
MAP2K7,85
MDK,85
RIPK3,85
ADORA1,85
SLCO6A1,85
HBEGF,85
RIPK1,85
SETD2,85
ADIPOR2,85
SP1,85
GSTK1,85
CEACAM1,85
MDH2,84
SDHD,84
RAB38,84
SH2B1,84
DNASE1,84
DDIT3,84
HNF1A,84
HPSE2,84
RHOA,84
PDE5A,84
CYP11B2,83
EPAS1,83
GHRH,83
ACTG1,83
SST,83
EGLN1,83
LIPG,82
MICA,82
CXCL1,82
PROS1,82
F13B,82
GCNT2,82
HAMP,82
POTEKP,82
POTEM,82
SERPINA5,82
POU2F3,82
ACTBL2,82
FTO,82
ACT,82
SERPINA3,82
ACOT7,82
FHL5,82
SERPINA10,82
ATP6,81
CAV3,81
PON2,81
TCFL5,81
ATXN1,81
ATXN2,81
XRCC3,81
RAPH1,81
WNT11,81
CKM,81
IGF1R,81
MN1,81
PTPRN2,81
SUSD4,81
IKBKAP,81
CDCA2,81
PRKCE,81
BMPR1B,81
BAG3,81
CD59,81
ZNF385B,81
IGF2,81
WRN,81
IFNGR2,81
GARS,81
AR,81
GJB6,81
NGF,81
ELOVL5,81
AGXT,81
KCNQ1OT1,81
SH2B3,81
TTR,81
DAG1,81
LILRB1,81
LIFR,81
SMAD3,81
TSPO,81
SEPT9,81
ABCC1,81
ABCC6,81
SBF1,81
LRP5,81
SULT2B1,81
LTC4S,81
TRPC4,81
AIRE,81
ND2,81
ATL1,81
GJB2,81
OPA1,81
MFN2,81
CTSD,81
MERTK,81
EBF2,81
MIAT,81
NEIL3,81
MT1HL1,80
MRPS11P1,80
UBA52P6,80
OGG1,80
WDR36,80
OGFOD1,80
WIPI2,80
UGGT2,80
MTHFD1L,80
MSRA,80
MRPL49P2,80
UHRF1,80
MTHFS,80
MTL5,80
WDR12,80
NPR3,80
MTMR7,80
MTND1P36,80
UMAD1,80
UBE2Q2,80
NRIP1,80
NRG3,80
NUFIP1P,80
NXPH1,80
NXPE1,80
XPO7,80
MS,80
XIRP2,80
NUP50,80
NUP35,80
NUP210,80
WWP2,80
UBAP1,80
WWOX,80
NUCB2,80
NXPE4,80
MSH3,80
WNT3,80
MTND2P7,80
OFCC1,80
OGA,80
MRPS6,80
MSNP1,80
MRPS36P3,80
NTRK2,80
UBD,80
NTAN1P3,80
NPR1,80
VDAC1,80
NPPC,80
WDFY1,80
UTS2,80
VLDLR-AS1,80
UTS2B,80
NOS1AP,80
NOL3,80
NOA1,80
VENTXP3,80
VEGFB,80
NMNAT1P2,80
NLGN1,80
NKX6-1,80
NAV2,80
NIFKP2,80
VDAC2,80
UTS2R,80
NES,80
NAV2-AS4,80
NEDD9,80
NEBL-AS1,80
VAMP8,80
NDUFAF4P2,80
NDUFA4P2,80
NDST1,80
NAV3,80
VANGL1,80
VCAN,80
NCOR2,80
UST,80
NAALADL2,80
VN1R86P,80
MVCD3,80
MTND3P4,80
WASF2,80
WARS2,80
WARS,80
MTRNR2L5,80
VWA2,80
VPS51,80
MTUS1,80
UNC5C,80
MUC22,80
MUSK,80
MVB12B,80
UNQ6494,80
USP7,80
VOPP1,80
USP29,80
NPM2,80
VN2R20P,80
NPM1P36,80
MYB,80
MYEF2,80
MYH6,80
NPAS3,80
NOX5,80
NOX4,80
MYH7,80
MTURN,80
ZWINT,80
YAP1,80
MAT2B,80
MARK2P7,80
MARK2P13,80
MARCH10,80
MARCH1,80
MAPT,80
MAPRE1P1,80
MAP3K7,80
MAP1LC3A,80
MAML2,80
MALAT1,80
MAF,80
MAD1L1,80
MACROD2,80
MAB21L3,80
LYZL6,80
LYRM4,80
LYPLA1P2,80
MAT2A,80
MB,80
MIA3,80
MBNL1,80
MGP,80
MGEA5,80
MEX3C,80
METTL24,80
MESTP4,80
MESDC2,80
MESDC1,80
MEI4,80
MEGF11,80
MEF2C,80
MEF2A,80
MED30,80
MCTP1,80
MCI2,80
MCI1,80
MCCC2,80
MBOAT1,80
LUZP2,80
LUZP1,80
LTBP2,80
LSM11,80
LOC102723989,80
LOC102723576,80
LOC101929846,80
LOC101928919,80
LOC101928700,80
LOC101928077,80
LOC101927901,80
LOC101927502,80
LOC101927286,80
LOC100505666,80
LOC100129461,80
LNX2,80
LINGO2,80
LINC01559,80
LINC01550,80
LINC01492,80
LINC01479,80
LOC102724096,80
LOC102724433,80
LOC388882,80
LPCAT1,80
LRTM1,80
LRRIQ3,80
LRRFIP1,80
LRPAP1,80
LRP8,80
LRP12,80
LRMP,80
LOX1,80
LOC392232,80
LOC90768,80
LOC728755,80
LOC646762,80
LOC643542,80
LOC643339,80
LOC401478,80
LOC400997,80
MIA,80
MICAL2,80
MRPL35P1,80
MIR8081,80
MIR8058,80
MIR7-3,80
MIR6851,80
MIR6082,80
MIR573,80
ZFHX3,80
ZFP64,80
MIR5681B,80
ZMYND11,80
ZNF202,80
MIR549A,80
MIR548G,80
MIR548F1,80
MIR548AV,80
MIR548AG2,80
MIR548AG1,80
MIR548AD,80
ZFAT,80
MIR93,80
MIPEPP2,80
MIR99AHG,80
MRPL11P3,80
MREG,80
MRAS,80
MPZL2,80
MPPED2,80
YBX1,80
YES1,80
MMS22L,80
YTHDF3,80
YY1AP1,80
ZBED1P1,80
ZC2HC1A,80
ZC3H12C,80
MMP10,80
ZC3H3,80
MLX,80
ZC3HC1,80
MIR548AB,80
ZNF536,80
ZNF627,80
MIR5011,80
rs2383378,80
MIR297,80
MIR23A,80
MIR208A,80
MIR2052HG,80
MIR197,80
MIR17HG,80
MIR17,80
MIR15B,80
MIR151A,80
MIR147A,80
MIR144,80
MIR135A2,80
MIR1302-7,80
MIR1269A,80
MIR106B,80
MIR103B1,80
MIR3122,80
MIR3201,80
MIR325,80
MIR4643,80
MIR499A,80
MIR4693,80
MIR4652,80
ZNF664-FAM101A,80
ZNF784,80
ZNF83,80
ZNF848P,80
MIR4495,80
MIR34A,80
MIR4472-1,80
MIR4458,80
MIR4272,80
MIR3664,80
TXNRD2,80
MIR3607,80
MIR34C,80
TXNRD3,80
SLC13A1,80
OGN,80
RPL18P1,80
RPL39P30,80
RPL38P1,80
RPL37P6,80
RPL36AP6,80
RPL36AP23,80
RPL35P4,80
RPL34P29,80
RPL31P48,80
RPL31P39,80
RPL31P26,80
RPL29P6,80
RPL29P17,80
RPL26P5,80
RPL26P23,80
SUGT1P1,80
RPL24P2,80
RPL23P9,80
SULT1B1,80
RPL23P3,80
RPL21P61,80
RPL21P106,80
RPL4P5,80
SUCLG2P2,80
RPL5P20,80
RPL7AP61,80
SRIP1,80
SS18L2P2,80
RPP40,80
RPLP0P9,80
RPLP0P4,80
ST20-MTHFS,80
RPL7P61,80
RPL7P20,80
RPL7AP69,80
RPL7AP12,80
RPL5P21,80
RPL6P28,80
ST6GALNAC1,80
RPL6P25,80
RPL6P10,80
RPL5P34,80
ST6GALNAC3,80
STEAP2-AS1,80
STOX2,80
SUCLG2,80
RPL19P11,80
RPL17P19,80
RPS12P24,80
RPL15P22,80
RNA5SP371,80
RNA5SP353,80
RNA5SP349,80
RNA5SP348,80
TARBP1,80
RNA5SP347,80
RNA5SP271,80
RNA5SP228,80
RNA5SP208,80
TARID,80
RNA5SP189,80
RNA5SP173,80
RNA5SP156,80
RMC1,80
RLN2,80
TAS2R50,80
RIOK3P1,80
TASP1,80
RHD,80
RGS12,80
TAZ,80
RNA5SP431,80
RNA5SP450,80
RNA5SP63,80
SWAP70,80
RPL10AP9,80
RPA3,80
RPA2P3,80
ROR1,80
ROBO2,80
ROBO1,80
RNY4P17,80
RNU7-6P,80
SVEP1,80
RNU6-36P,80
RNA5SP87,80
RNU6-15P,80
SYNDIG1,80
SYNE2,80
SYT14,80
TAB2,80
TAF4,80
RNU105C,80
RNF182,80
RNF13,80
RPS12P10,80
SPTLC3,80
RFXAP,80
SMOC2,80
SLC5A3,80
SFRP2,80
SLC5A5,80
SLC6A15,80
SFMBT2,80
SLC7A15P,80
SLC7A8,80
SF3A2,80
SLC7A9,80
SLCO5A1,80
SLF1,80
SLPI,80
SMAD1,80
SMAD2,80
SERPINA4,80
SMAD4,80
SERPINA2,80
SMAD9,80
SMARCA2,80
SEPP1,80
SMARCA4,80
SGCZ,80
SLC3A2,80
SLC38A4,80
SLC25A6P5,80
SIRPB3P,80
SLC1A7,80
SLC22A18,80
SLC24A5,80
SLC25A23,80
SLC25A5P2,80
SIRPA,80
SIK2,80
SLC25A5P8,80
SLC26A4,80
SLC35F3,80
SLC27A6,80
SLC2A6,80
SIAH2,80
SLC2A9,80
SLC30A8,80
SHBG,80
SH3RF1,80
SH3BP5,80
SH2D2A,80
SMG6,80
SNAPIN,80
RPS17P11,80
SENP1,80
RYR2,80
RUNX1T1,80
SPATA8,80
RSRP1,80
SPATS1,80
SPC24,80
RSPO3,80
RSPH1,80
RRP15,80
SPOCK2,80
RPSAP50,80
SPTBN4,80
RPSAP40,80
RPSAP22,80
SPTBN5,80
RPS3P7,80
RPS3AP44,80
RPS2P38,80
RPS2P21,80
RPS27AP16,80
RPS24P4,80
SPAG6,80
SPAG16,80
RYR3,80
SCN5A,80
SNTG1,80
SEMA5A,80
SEMA3F,80
SORBS2,80
SEC24D,80
SDK1,80
SORCS2,80
SDCBPP2,80
SDC4,80
SCHLAP1,80
SAFB,80
SCG2,80
SCD5,80
SORT1,80
SCCPDH,80
LINC01255,80
SOX6,80
SBF1P1,80
SP140,80
SP3,80
RGPD4-AS1,80
RFPL4B,80
OLFM3,80
TRS-AGA2-6,80
PHACTR2,80
PHACTR1,80
TP73,80
TPD52,80
PGBD5,80
PGBD3P4,80
PGAP3,80
PER3,80
PER1,80
TRAM2-AS1,80
TRAPPC9,80
TRC-GCA17-1,80
TRC-GCA9-4,80
PDZRN3,80
TRE-CTC12-1,80
TRIB1,80
PDHX,80
TRIB3,80
PDGFD,80
TRK-CTT1-2,80
TRPC3,80
PHACTR3,80
PHF23,80
PI3,80
PKN2-AS1,80
PLCG2,80
PLCB3,80
PLCB1,80
TNFRSF4,80
TNFSF13,80
PLA2G3,80
TNNI3,80
PLA1A,80
TNNI3K,80
TNNT2,80
PIEZO2,80
TNRC18,80
PKIA,80
PITX3,80
TNRC6C,80
PITRM1,80
TOMM22P3,80
TOP3B,80
PIGQ,80
TP53COR1,80
TRPM3,80
TSG1,80
PLCL2,80
PDE8B,80
TTLL6,80
P2RY11,80
OX4OL,80
OTUD4P1,80
OSR1,80
OSGIN1,80
OR7E31P,80
OR5L2,80
OR5D3P,80
OR5D18,80
OR5D17P,80
OR1D5,80
TUBAP,80
OR13G1,80
OR10X1,80
OR10R3P,80
OR10A4,80
OPRK1,80
TUBGCP2,80
OPRD1,80
TWISTNB,80
P4HB,80
PA2G4P2,80
PAK3,80
PCSK2,80
TSHR,80
TSHZ2,80
TSPAN10,80
TSPAN9,80
PDE8A,80
SLC14A1,80
PDE3A,80
PDE1A,80
PDE10A,80
PCSK1,80
PALLD,80
PCMTD1P3,80
PCMTD1,80
PCBP2P3,80
PCAT4,80
PCAT1,80
PBX3,80
PAPPA2,80
TTC28-AS1,80
PAPPA,80
TNFRSF14,80
PLEKHD1,80
TBC1D9,80
TINAGL1,80
TEAD1,80
PWP1,80
PVALB,80
PUM2,80
PTPRD,80
PTPRC,80
TENM2,80
TENM3,80
TGFB2,80
TGFBR1,80
PTN,80
THAP5,80
THBS2,80
THBS4,80
PTGES,80
PTGER4,80
THOC3,80
TIGIT,80
PTGER2,80
TIMP3,80
PSRC1,80
QKI,80
TDRKH,80
RAB9BP1,80
RBM38,80
REXO2,80
TBX20,80
TBX3,80
REM1,80
TBX5,80
RDX,80
RD3,80
RBMS3-AS3,80
RBMS3-AS2,80
RBFOX1,80
RAD17P1,80
RASL10B,80
RAPGEF5,80
RAP1GAP2,80
RAP1BP2,80
RANP7,80
TCF25,80
RANBP1,80
TCHP,80
RAD50,80
TIMP4,80
TIPARP,80
PLEKHM3,80
PSMB9,80
PPP1R2P1,80
PPIAP23,80
TMEM244,80
PPAP2B,80
POSTN,80
PON3,80
TMEM41B,80
TMEM68,80
POM121L9P,80
POM121L12,80
PNPLA5,80
PNPLA3,80
PNMT,80
PML,80
TMPRSS4,80
PLXNA2,80
PLPP3,80
TNC,80
TNFAIP6,80
TNFB,80
PLN,80
PPP1R2P5,80
PPP1R42,80
TMEM220-AS1,80
TM6SF2,80
PSMB4,80
PSMA7P,80
PSMA6P4,80
PSMA6,80
PSAT1P1,80
PRR5-ARHGAP8,80
PRR5,80
PRPS1P1,80
PROSER2,80
TMEM132D,80
PPP2R1B,80
TMEM14A,80
PROM1,80
PRKRIRP5,80
PRKRIRP3,80
TMEM182,80
PRKCB,80
PRDX6,80
PRDM15,80
PPP2R5A,80
LINC01412,80
RPL10P9,80
LINC01254,80
CFAP44,80
CHRNA4,80
CHRM3,80
CHRM2,80
CHRM1,80
CHAT,80
CFL1P8,80
CEP83-AS1,80
CHST3,80
CEP295NL,80
CEP112,80
CELSR2,80
CELF4,80
CECR,80
CDR1,80
CHRNA5,80
CHTOP,80
CDKAL1,80
CLYBL,80
CNEP1R1,80
CMTR1,80
CMSS1,80
CMKLR1,80
CMIP,80
CMA1,80
CLLU1OS,80
CICP17,80
CLEC16A,80
CLDN5,80
CKB,80
CISD1P1,80
CISD1,80
CIITA,80
CDKN1B,80
CDK5PS,80
CACNA1C,80
CASP7,80
CCDC167,80
CCAT2,80
CCAT1,80
CBX8,80
CBX4,80
CASQ2,80
CASC20,80
CCL16,80
CARF,80
CARD8,80
CAMSAP1,80
CALCR,80
CALCOCO2,80
CACYBP,80
CCDC185,80
CCT2,80
CDH9,80
CDH19,80
CDH8,80
CDH7,80
CDH6,80
CDH4,80
CDH23,80
CDH2,80
CD93,80
CCT7,80
CD83,80
CD82,80
CD300LB,80
CD300A,80
CD200,80
CD151,80
CNNM2,80
CNTN1,80
CNTN5,80
DAB2,80
DCP1,80
DCN,80
DCLK2,80
DCDC5,80
DCC,80
DAB2IP,80
CYP2R1,80
DCST2,80
CYP1B1,80
CYP17A1-AS1,80
CYP11B1,80
CYCSP17,80
CXCR5,80
CXCR1,80
DCST1,80
DCSTAMP,80
CNTN6,80
DGKZ,80
DMRTA1,80
DLK1,80
DLG2,80
DIP2C,80
DIO3,80
DIDO1,80
DGKB,80
DDAH1,80
DGCR2,80
DES,80
DERL3,80
DEFB125,80
DDX39B,80
DDX39A,80
CXCL6,80
CXADR,80
CUX1,80
COMMD7,80
CR1,80
CPSF4,80
CPNE4,80
CPLX2,80
COX6CP3,80
COPS5P1,80
COL8A1,80
CUL9,80
COL5A2,80
COL3A1,80
COL26A1,80
COL21A1,80
COL13A1,80
CNTNAP2,80
CRACR2A,80
CREB3L1,80
CREG1,80
CREM,80
CSE,80
CSN3,80
CSNK2A1,80
CSNK2B,80
CST2,80
CST3,80
CST5,80
CST6,80
CST7,80
CTNNA3,80
CTNNAL1,80
CTNND2,80
CUL3,80
CACNA2D3,80
CABS1,80
DNAJC6,80
AKAP10,80
AMIGO2,80
ALX4,80
ALCAM,80
AKR1C4,80
AKAP8P1,80
AKAP13,80
AK1,80
ANK2,80
AIMP1,80
AIG1,80
AHSG,80
AHDC1,80
AHCYP3,80
AGPAT9,80
ANG,80
ANKRD18EP,80
AFAP1L2,80
APOER2,80
ARHGEF26,80
ARHGAP42,80
ARG1,80
ARC,80
APOM,80
APOL1,80
APOD,80
ANKRD6,80
AP3D1,80
AP1S3,80
AP1M1,80
ANP32BP3,80
ANP32B,80
ANKS1B,80
AGMO,80
ADRBK1,80
CA3,80
ABCA4,80
ACSS1,80
ACOXL,80
ACO1,80
ACE1,80
ABRAXAS2,80
ABI3BP,80
AARS2,80
ACTG1P14,80
A4GALT,80
XDH,80
LINC01233,80
SLCO1B3,80
MUT,80
LTBR,80
ACTA2,80
ACTR3B,80
